fieldwork_team	point_code	type	measurement_date	db_ref	user_reference	recording_givid
inbo	2454238_2	82	18558	2454238	2454238	circle: IV2021012815295167; square: IV2021012815431028
inbo	3502814_2	82	18558	3502814	3502814	circle: IV2021012815483282; square: IV2021012815552609
inbo	1950913_1	49	18814	1950913	1950913	circle: IV2022032312524429; square: IV2022032313075502
inbo	36790_1	52	18814	36790	36790	circle: IV2022032516105561
inbo	65281_1	52	18814	65281	65281	circle: IV2022032313595677; square: IV2022032314024866
inbo	66486_1	50	18814	66486	66486	circle: IV2022032515502975; square: IV2022032516063754
inbo	1012434_2	80	18815	1012434	1012434	circle: IV2022030813442125; square: IV2022030814423559
inbo	2435666_1	55	18815	2435666	2435666	circle: IV2022031008503476; square: IV2022031009405074
inbo	470546_1	49	18816	470546	470546	circle: IV2022032514214801; square: IV2022032515053478
inbo	638582_2	50	18816	638582	638582	circle: IV2022032513201054; square: IV2022032513592073
inbo	3428530_2	53	18820	3428530	3428530	circle: IV2022032511305741; square: IV2022032512184876
inbo	100465_2	14	18822	dh_12	dh_12	square: IV2021071921130258
inbo	1124465_2	14	18822	dh_10	dh_10	square: IV2021071416240557
inbo	2173041_2	14	18822	dh_14	dh_14	square: IV2021071416240932
inbo	201905_2	15	18823	wn_12	wn_12	square: IV2021091710582633
inbo	11457713_2	22	18827	11457713	11457713_1	square: IV2021091710581839
inbo	300918_1	80	18827	300918	300918	circle: IV2022030815014028; square: IV2022030820022362
inbo	555830_2	80	18827	555830	555830	circle: IV2022030909573927; square: IV2022030910341806
inbo	3069105_2	22	18828	3069105	3069105_1	square: IV2021091710581586
inbo	3859846_2	55	18828	3859846	3859846	circle: IV2022031014462251; square: IV2022031709241500
inbo	730758_1	50	18828	730758	730758	circle: IV2022032415233158; square: IV2022032416470190
inbo	11080881_2	22	18830	11080881	11080881_1	square: IV2021091710580801
inbo	414897_3	23	18834	414897	414897_1	square: IV2021091710581356
inbo	10048689_2	22	18835	10048689	10048689_1	square: IV2021091710582364
inbo	236742_1	55	18835	236742	236742	circle: IV2022032310310813; square: IV2022032311334666
inbo	2534662_2	55	18835	2534662	2534662	square: IV2022032120524892
inbo	447665_2	15	18835	wn_15	wn_15	square: IV2021091710581620
inbo	75889_1	14	18836	dh_03	dh_03	circle: IV2022022715240205; square: IV2022022721063192
inbo	20390_2	55	18837	20390	20390	circle: IV2022032109521908; square: IV2022032110531118
inbo	3864710_1	55	18837	3864710	3864710	circle: IV2022031713495377; square: IV2022031714152010
inbo	11413617_1	23	18841	dh_01	11413617	circle: IV2022031511350730; square: IV2022031511405868
inbo	297073_1	14	18841	dh_05	dh_05	circle: IV2022031516273992; square: IV2022031516330287
inbo	338033_2	14	18841	338033	338033	circle: IV2022031609191480; square: IV2022031609232606
inbo	7219313_1	22	18841	dh_04	dh_04	circle: IV2022031609582306; square: IV2022031610041121
inbo	192305_3	17	18842	192305	192305	circle: IV2022031611480796; square: IV2022031611594417
inbo	388913_1	12	18842	388913	388913	circle: IV2022022622544515; square: IV2022022623030182
inbo	438065_1	12	18842	438065	438065	circle: IV2022031610244106; square: IV2022031610320843
inbo	454449_1	12	18842	454449	454449	circle: IV2022031611044320; square: IV2022031611215656
inbo	1106097_1	14	18843	ca_07	ca_07	circle: IV2022022818342797; square: IV2022022818365753
inbo	1237169_1	14	18843	ca_02	ca_02	circle: IV2022022623181075; square: IV2022022623241598
inbo	1368241_1	14	18843	ca_15	ca_15	circle: IV2022031614343498; square: IV2022031615023963
inbo	1560753_1	14	18843	ca_05	ca_05	circle: IV2022022622253016; square: IV2022022622363959
inbo	1691825_1	14	18843	ca_03	ca_03	circle: IV2022022818175616; square: IV2022022818203568
inbo	188593_2	14	18843	188593	188593	circle: IV2022022818481202; square: IV2022022818522286
inbo	319665_2	14	18843	319665	319665	circle: IV2022031614182104; square: IV2022031614215349
inbo	57521_2	14	18843	57521	57521	circle: IV2022031613224934; square: IV2022031613422004
inbo	581809_2	14	18843	581809	581809	circle: IV2022031613571747; square: IV2022031614031767
inbo	1648753_1	14	18844	dh_07	dh_07	circle: IV2022031615151196; square: IV2022031615200103
inbo	1849238_2	55	18844	1849238	NA	NA
inbo	2394225_1	14	18844	dh_11	dh_11	circle: IV2022032311062202; square: IV2022032311241579
inbo	589109_1	17	18844	zw_16	zw_16	circle: IV2022022819065319; square: IV2022022819130686
inbo	650549_1	17	18844	zw_15	zw_15	circle: IV2022030112232741; square: IV2022030112284715
inbo	259889_3	12	18845	259889	259889	circle: IV2022031615394807; square: IV2022031616040407
inbo	136885_1	12	18848	136885	136885	circle: IV2022030213183192; square: IV2022030213233916
inbo	159537_2	15	18848	159537	159537	circle: IV2022031619475662; square: IV2022031619525464
inbo	2741_1	12	18848	2741	2741	circle: IV2022030210174364; square: IV2022030210245061
inbo	290609_1	15	18848	ov_91	ov_91	circle: IV2022031616195962; square: IV2022031616292374
inbo	461493_1	12	18848	461493	461493	circle: IV2022030210333141; square: IV2022030210363565
inbo	514741_1	12	18848	514741	514741	circle: IV2022030213370159; square: IV2022030213394969
inbo	665653_1	17	18848	665653	665653	circle: IV2022030209540567; square: IV2022030210003057
inbo	122673_1	12	18849	122673	122673	circle: IV2022031620124918; square: IV2022031620180663
inbo	130865_2	17	18849	130865	130865	circle: IV2022031620244735; square: IV2022031620295649
inbo	165301_2	15	18849	bd_11	bd_11	circle: IV2022042710554038; square: IV2022042711011620
inbo	251317_2	15	18849	bd_14	bd_14	circle: IV2022042716103709; square: IV2022042716131271
inbo	329841_2	17	18849	329841	329841	circle: IV2022042710222638; square: IV2022042710353128
inbo	370101_2	17	18849	370101	370101	circle: IV2022030320363678; square: IV2022030320395951
inbo	513461_1	12	18849	513461	513461	circle: IV2022030320251055; square: IV2022030320284365
inbo	720689_1	17	18849	720689	720689	circle: IV2022031620420928; square: IV2022031620520353
inbo	12401_1	12	18850	12401	12401	circle: IV2022042716360493; square: IV2022042716401758
inbo	32681_1	101	18850	ZSCPQ328	NA	NA
inbo	456817_1	12	18850	456817	456817	circle: IV2022042716235735; square: IV2022042716290394
inbo	5262761_1	101	18850	ZSCPQ332	NA	NA
inbo	532849_2	12	18850	532849	532849	circle: IV2022042717395837; square: IV2022042717430997
inbo	5874089_1	101	18850	ZSCPQ333	NA	NA
inbo	6389361_2	23	18850	6389361	6389361	circle: IV2022042809093911; square: IV2022042809160302
inbo	6579569_1	18	18850	6579569	6579569	circle: IV2022042716522756; square: IV2022042716593057
inbo	3657129_1	101	18851	ZSCPQ330	NA	NA
inbo	4013365_1	23	18851	4013365	4013365	circle: IV2022042809325082; square: IV2022042809370928
inbo	4115881_1	101	18851	ZSCPQ331	NA	NA
inbo	458037_2	23	18851	458037	458037	circle: IV2022032111433237; square: IV2022032111481512
inbo	6094133_1	23	18851	6094133	6094133	circle: IV2022042814541748; square: IV2022042814581877
inbo	6409641_1	101	18851	ZSCPQ335	NA	NA
inbo	6716841_1	101	18851	ZSCPQ336	NA	NA
inbo	7159093_1	23	18851	7159093	7159093	circle: IV2022032110412070; square: IV2022032110452935
inbo	7220533_2	23	18851	7220533	7220533	circle: IV2022031621080356; square: IV2022031621120972
inbo	7421237_1	23	18851	7421237	7421237	circle: IV2022032111193875; square: IV2022032111315512
inbo	8207669_1	23	18851	8207669	8207669	circle: IV2022032109223660; square: IV2022032109305242
inbo	1896241_1	22	18852	1896241	1896241	circle: IV2022032113550270; square: IV2022032114004370
inbo	2993969_1	22	18852	2993969	2993969	circle: IV2022032112371561; square: IV2022032112422059
inbo	4779825_1	22	18852	4779825	4779825	circle: IV2022032113324715; square: IV2022032113360637
inbo	6139697_1	22	18852	6139697	6139697	circle: IV2022032113160894; square: IV2022032113193220
inbo	9760561_1	22	18852	9760561	9760561	circle: IV2022032114372651; square: IV2022032114411660
inbo	1378025_1	101	18855	ZSCPQ344	NA	NA
inbo	2227625_1	101	18855	ZSCPQ329	NA	NA
inbo	273969_1	17	18855	sc_03	sc_03	circle: IV2022042912314790; square: IV2022042912482620
inbo	339505_1	12	18855	339505	339505	circle: IV2022042911172217; square: IV2022042911232605
inbo	360241_1	12	18855	360241	360241	circle: IV2022042816324163; square: IV2022042816375226
inbo	6225321_1	101	18855	ZSCPQ334	NA	NA
inbo	634417_2	12	18855	634417	634417	circle: IV2022042911313354; square: IV2022042911542414
inbo	1117673_1	101	18856	ZSCPQ341	NA	NA
inbo	1254825_1	101	18856	ZSCPQ342	NA	NA
inbo	1466537_1	101	18856	ZSCPQ345	NA	NA
inbo	208433_2	15	18856	dp_11	dp_11	circle: IV2022050313162490; square: IV2022050313224702
inbo	293041_1	15	18856	dp_10	dp_10	circle: IV2022050313330804; square: IV2022050313373565
inbo	335337_1	101	18856	ZSCPQ339	NA	NA
inbo	3668438_1	55	18856	3668438	3668438	circle: IV2022031709505495; square: IV2022031711181536
inbo	522710_1	55	18856	522710	522710	circle: IV2022031712335259; square: IV2022031713202316
inbo	556849_1	17	18856	556849	556849	circle: IV2022050314444562; square: IV2022050314513260
inbo	601649_2	17	18856	601649	601649	circle: IV2022050417391801; square: IV2022050417433569
inbo	958166_1	50	18856	958166	958166	circle: IV2022032414092660; square: IV2022032414455990
inbo	1320361_1	101	18857	ZSCPQ343	NA	NA
inbo	1470454_1	82	18857	1470454	1470454	circle: IV2022030716050881; square: IV2022030716265191
inbo	147249_1	17	18857	dp_09	dp_09	circle: IV2022051014311949; square: IV2022051014355786
inbo	1722089_1	101	18857	ZSCPQ346	NA	NA
inbo	243758_2	50	18857	243758	243758	circle: IV2022032311463148; square: IV2022032312073377
inbo	289513_1	101	18857	ZSCPQ337	NA	NA
inbo	292585_1	101	18857	ZSCPQ338	NA	NA
inbo	30897_1	15	18857	dp_08	dp_08	circle: IV2022051014492331; square: IV2022051014532030
inbo	3550769_2	18	18857	3550769	3550769	circle: IV2022051014092363; square: IV2022051014161036
inbo	3812913_2	18	18857	3812913	3812913	circle: IV2022051016460269; square: IV2022051016511978
inbo	954537_1	101	18857	ZSCPQ340	NA	NA
inbo	1305334_2	55	18858	1305334	1305334	circle: IV2022031012392819; square: IV2022031013332985
inbo	144561_1	15	18858	hs_08	hs_08	circle: IV2022032120503639; square: IV2022032120560893
inbo	186545_1	17	18858	hs_04	hs_04	circle: IV2022051017294517; square: IV2022051017365431
inbo	2643702_2	55	18858	2643702	2643702	circle: IV2022031010341264; square: IV2022031012183617
inbo	317617_1	17	18858	hs_13	hs_13	circle: IV2022051017031260; square: IV2022051017072200
inbo	448689_1	17	18858	hs_12	hs_12	circle: IV2022032120074193; square: IV2022032120164256
inbo	451761_1	15	18858	hs_17	hs_17	circle: IV2022032121135735; square: IV2022032121171029
inbo	514225_1	17	18858	514225	514225	circle: IV2022051111104053; square: IV2022051111145195
inbo	55473_1	17	18858	hs_05	hs_05	circle: IV2022032121272563; square: IV2022032121314471
inbo	405041_1	17	18859	405041	405041	circle: IV2022051114301465; square: IV2022051114342732
inbo	606001_1	17	18859	606001	606001	circle: IV2022051114041101; square: IV2022051114171554
inbo	667185_1	17	18859	667185	667185	circle: IV2022051115125222; square: IV2022051115171744
inbo	81713_2	15	18859	dp_13	dp_13	circle: IV2022051111241288; square: IV2022051111300615
inbo	1407153_1	17	18862	hb_01	hb_01	circle: IV2022051115414552; square: IV2022051115481261
inbo	399281_2	12	18862	399281	399281	circle: IV2022051115250806; square: IV2022051115283439
inbo	96433_2	12	18862	96433	96433	circle: IV2022051116090484; square: IV2022051116124938
inbo	140465_1	17	18863	wo_03	wo_03	circle: IV2022051222053917; square: IV2022051222082464
inbo	169137_3	17	18863	169137	169137	circle: IV2022051221331057; square: IV2022051221392184
inbo	25777_2	12	18863	25777	25777	circle: IV2022051121423253; square: IV2022051121463601
inbo	2902665_2	55	18863	2902665	2902665	circle: IV2022032121435531; square: IV2022032313263372
inbo	402609_2	17	18863	402609	402609	circle: IV2022051221495105; square: IV2022051221522888
inbo	431281_1	12	18863	431281	431281	circle: IV2022051121522097; square: IV2022051121553852
inbo	153777_1	17	18864	nd_15	nd_15	circle: IV2022051222194996; square: IV2022051222223979
inbo	194737_1	17	18864	nd_03	nd_03	circle: IV2022051222520494; square: IV2022051222571398
inbo	415921_2	17	18864	415921	415921	circle: IV2022051309175981; square: IV2022051309203778
inbo	456881_2	17	18864	456881	456881	circle: IV2022051309304666; square: IV2022051309370206
inbo	678065_1	17	18864	678065	678065	circle: IV2022051222383211; square: IV2022051222413977
inbo	1616049_1	17	18865	oh_08	oh_08	circle: IV2022051309565349; square: IV2022051309593230
inbo	304305_2	17	18865	304305	304305	circle: IV2022051310093946; square: IV2022051310132901
inbo	305329_1	12	18865	305329	305329	circle: IV2022051309464011; square: IV2022051309502084
inbo	337073_1	17	18865	337073	337073	circle: IV2022051310245008; square: IV2022051310304406
inbo	11686065_1	23	18866	11686065	11686065	circle: IV2022051218575555; square: IV2022051219032332
inbo	1807537_1	18	18866	wz_11	wz_11	circle: IV2022051217190442; square: IV2022051217220212
inbo	1938609_1	22	18866	1938609	1938609	circle: IV2022051311180812; square: IV2022051311213579
inbo	2987185_1	23	18866	2987185	2987185	circle: IV2022051310401715; square: IV2022051310440081
inbo	4608177_1	22	18866	4608177	4608177	circle: IV2022051218364845; square: IV2022051218444991
inbo	10327217_2	23	18870	10327217	10327217	circle: IV2022022621455747; square: IV2022022621522506
inbo	11375793_2	23	18870	11375793	11375793	circle: IV2022022620200442; square: IV2022022620284834
inbo	1266865_1	23	18870	wz_13	wz_13	circle: IV2022051311560973; square: IV2022051311590152
inbo	3495089_2	18	18873	3495089	3495089_1	square: IV2021091710581298
inbo	8754353_2	23	18873	8754353	8754353_1	square: IV2021091710583036
inbo	5838001_2	18	18877	5838001	5838001_1	square: IV2021091710581136
inbo	6001841_1	18	18877	6001841	6001841_1	square: IV2021091710582908
inbo	282801_2	15	18878	wn_24	wn_24	square: IV2021091710582214
inbo	3740849_2	18	18879	3740849	3740849_1	square: IV2021091710580945
inbo	332977_2	18	18880	wn_17	wn_17	square: IV2021091710582765
inbo	6788273_1	18	18883	6788273	6788273_1	NA
inbo	7050417_2	18	18883	7050417	7050417_1	square: IV2021091710582095
inbo	3478705_2	18	18884	wn_21	wn_21	square: IV2021091710583218
inbo	1676465_3	18	18886	1676465	1676465_1	square: IV2021091710581912
inbo	3011510_1	55	19165	3011510	3011510	circle: IV2022062707565681; square: IV2022062707580996
inbo	3351638_1	51	19165	3351639	3351639	circle: IV2022062707565854; square: IV2022062707581726
inbo	3927238_1	55	19167	3927238	3927238	circle: IV2022062413515410; square: IV2022062413525561
inbo	107957_1	19	19173	bd_01	bd_01	square: IV2023010321142829
inbo	818374_2	55	19178	818374	818374	circle: IV2022091211043718; square: IV2022091211053798
inbo	698433_1	51	19200	698433	698433	circle: IV2022092721093702; square: IV2022092721104127
inbo	732161_1	10	19200	732161	732161	circle: IV2022092721093977; square: IV2022092721104282
inbo	188062_1	52	19202	188062	188062	circle: IV2022092721093673; square: IV2022092721103894
inbo	122549_1	10	19204	122549	122549	circle: IV2022092721093873; square: IV2022092721103784
inbo	450229_1	10	19204	450229	450229	circle: IV2022092721093409; square: IV2022092721103353
inbo	1037749_1	17	19205	1037749	1037749	circle: IV2022092721093614; square: IV2022092721104008
inbo	2003969_2	19	19205	2003969	2003969	circle: IV2022092721073360; square: IV2022092721094103
inbo	2151425_1	19	19205	2151425	2151425	circle: IV2022092721073344; square: IV2022092721093900
inbo	2205109_1	19	19205	2205109	2205109	circle: IV2022092721093754; square: IV2022092721104462
inbo	54273_1	19	19205	bd_02	bd_02	circle: IV2022092721073587; square: IV2022092721094472
inbo	632245_1	19	19205	bd_03	bd_03	circle: IV2022092721073450; square: IV2022092721094098
inbo	959925_1	19	19205	959925	959925	circle: IV2022092721093501; square: IV2022092721104370
inbo	1322293_1	19	19206	1322293	1322293	circle: IV2022092721073439; square: IV2022092721094272
inbo	1391925_2	19	19206	1391925	1391925	circle: IV2022092721054491; square: IV2022092721073759
inbo	1462325_1	19	19206	1462325	1462325	circle: IV2022092721053652; square: IV2022092721074657
inbo	1916213_1	19	19206	zw_11	zw_11	circle: IV2022092721053334; square: IV2022092721074444
inbo	1986613_1	19	19206	1986613	1986613	circle: IV2022092721053236; square: IV2022092721074597
inbo	2108725_1	19	19206	2108725	2108725	circle: IV2022092721073659; square: IV2022092721094321
inbo	2178357_1	19	19206	2178357	2178357	circle: IV2022092721053763; square: IV2022092721074393
inbo	30418_2	50	19206	30418	30418	circle: IV2022091211043853; square: IV2022091211054641
inbo	255826_2	51	19207	255826	255826	circle: IV2022091211043460; square: IV2022091211053882
inbo	1506613_1	19	19208	1506613	1506613	circle: IV2022092721054248; square: IV2022092721074543
inbo	1670453_1	19	19208	1670453	1670453	circle: IV2022092721054382; square: IV2022092721073635
inbo	1792053_1	17	19208	1792053	1792053	circle: IV2022092721054068; square: IV2022092721074006
inbo	1899829_2	19	19208	zw_28	zw_28	circle: IV2022092721053463; square: IV2022092721073974
inbo	2145589_2	19	19208	2145589	2145589	circle: IV2022092721054044; square: IV2022092721074131
inbo	530485_2	19	19208	530485	530485	circle: IV2022092721053921; square: IV2022092721074784
inbo	940085_1	19	19208	940085	940085	circle: IV2022092721053521; square: IV2022092721074228
inbo	1036081_2	17	19209	1036081	1036081	circle: IV2022092721053845; square: IV2022092721074803
inbo	2273073_1	19	19209	ha_14	ha_14	circle: IV2022092721033513; square: IV2022092721054872
inbo	585521_1	19	19209	ha_02	ha_02	circle: IV2022092721033636; square: IV2022092721054626
inbo	823089_1	17	19209	823089	823089	circle: IV2022092721054155; square: IV2022092721073816
inbo	913201_1	17	19209	913201	913201	circle: IV2022092721033248; square: IV2022092721054768
inbo	1418417_1	19	19215	1418417	1418417	square: IV2023010321143202
inbo	1680561_1	19	19215	1680561	1680561	square: IV2023010321143662
inbo	2221233_1	19	19215	2221233	2221233	square: IV2023010321143811
inbo	1090737_2	19	19216	1090737	1090737	square: IV2023010321142576
inbo	369841_1	19	19216	369841	369841	square: IV2023010321143434
inbo	566449_1	19	19216	566449	566449	square: IV2023010321152468
inbo	64777_1	50	19222	64777	64777	circle: IV2022092721033366; square: IV2022092721054994
inbo	140241_2	51	19226	140241	140241	circle: IV2022092721033629; square: IV2022092721054512
inbo	545745_2	51	19226	545745	545745	circle: IV2022092721033498; square: IV2022092721054876
inbo	225246_1	50	19227	225246	225246	circle: IV2022092721013421; square: IV2022092721033725
inbo	678638_2	51	19227	678638	678638	circle: IV2022092721013396; square: IV2022092721034164
inbo	226262_1	52	19228	226262	226262	circle: IV2022092720593429; square: IV2022092721014112
inbo	509686_2	82	19228	509686	509686	circle: IV2022092720593593; square: IV2022092721013931
inbo	65526_1	50	19228	65526	65526	circle: IV2022092720593285; square: IV2022092721013805
inbo	343809_2	51	19229	343809	343809	circle: IV2022092720593303; square: IV2022092721013692
inbo	201938_2	52	19230	201938	201938	circle: IV2022090915325501; square: IV2022090915335608
inbo	418422_2	82	19230	418422	418422	circle: IV2022090915335554; square: IV2022090915345460
inbo	1303729_1	19	19234	1303729	1303729	square: IV2023010321145173
inbo	1434801_1	19	19234	1434801	1434801	square: IV2023010321143943
inbo	1696945_1	19	19234	1696945	1696945	square: IV2023010321145220
inbo	2090161_1	19	19234	2090161	2090161	square: IV2023010321145991
inbo	2139313_1	19	19234	2139313	2139313	square: IV2023010321145091
inbo	107697_2	19	19235	107697	107697	square: IV2023010321143122
inbo	1565873_2	19	19235	1565873	1565873	square: IV2023010321145474
inbo	517297_1	19	19235	517297	517297	square: IV2023010321145661
inbo	1484977_1	19	19237	1484977	1484977	square: IV2023010321142600
inbo	1566897_1	19	19237	1566897	1566897	square: IV2023010321144390
inbo	436401_1	19	19237	hs_09	hs_09	square: IV2023010321144939
inbo	152753_1	17	19241	152753	152753	square: IV2023010321144893
inbo	1860785_1	19	19241	wz_08	wz_08	square: IV2023010321143488
inbo	256177_2	19	19242	256177	256177	square: IV2023010321144081
inbo	1550513_1	19	19243	1550513	1550513	square: IV2023010321144453
inbo	1812657_1	19	19243	1812657	1812657	square: IV2023010321150183
inbo	501937_1	19	19243	501937	501937	square: IV2023010321143786
inbo	764081_2	19	19243	764081	764081	square: IV2023010321142744
inbo	861361_1	17	19244	861361	861361	square: IV2023010321145811
inbo	726193_1	17	19248	726193	726193	square: IV2023010321150073
inbo	857265_1	17	19248	857265	857265	square: IV2023010321143581
inbo	627889_3	17	19250	627889	627889	square: IV2023010321145795
inbo	824497_1	17	19250	824497	824497	square: IV2023010321145602
inbo	828593_2	17	19251	828593	828593	square: IV2023010321144117
inbo	253621_1	10	19255	253621	253621	circle: IV2022092720593419; square: IV2022092721013740
inbo	183733_1	10	19256	183733	183733	circle: IV2022092720573255; square: IV2022092720593778
inbo	854129_2	17	19256	854129	854129	circle: IV2022092720553273; square: IV2022092720573527
inbo	919665_1	17	19256	919665	919665	circle: IV2022092720553302; square: IV2022092720573616
inbo	198930_1	51	19261	198930	198930	circle: IV2022092720533326; square: IV2022092720553467
inbo	302198_2	82	19261	302198	302198	circle: IV2022092720533498; square: IV2022092720553789
inbo	673910_1	82	19261	673910	NA	NA
inbo	1011505_1	17	19262	1011505	1011505	circle: IV2022092720523231; square: IV2022092720533744
inbo	1158961_1	19	19262	1158961	1158961	circle: IV2022092720533554; square: IV2022092720553887
inbo	2207537_1	19	19262	2207537	2207537	circle: IV2022092720533546; square: IV2022092720553570
inbo	923569_2	17	19262	923569	923569	circle: IV2022092720513272; square: IV2022092720523477
inbo	945969_1	17	19262	945969	945969	circle: IV2022092720523337; square: IV2022092720533621
inbo	977713_2	17	19262	977713	977713	circle: IV2022092720533217; square: IV2022092720553636
inbo	1030321_1	17	19263	1030321	1030321	circle: IV2022092815443395; square: IV2022092815453624
inbo	798257_1	17	19263	798257	798257	circle: IV2022092815443741; square: IV2022092815453749
inbo	802609_1	17	19263	802609	802609	circle: IV2022092815443549; square: IV2022093017003466
inbo	817329_1	17	19263	817329	817329	circle: IV2022092815443368; square: IV2022092815453464
inbo	863793_1	17	19263	863793	863793	circle: IV2022092815443602; square: IV2022092815453237
inbo	896561_1	17	19263	896561	896561	circle: IV2022092815443417; square: IV2022092815453533
inbo	1038513_1	17	19265	1038513	1038513	circle: IV2022093016593381; square: IV2022093017003588
inbo	1630385_2	19	19265	1630385	1630385	circle: IV2022093016593511; square: IV2022101501181245
inbo	1892529_1	19	19265	1892529	1892529	circle: IV2022093016593283; square: IV2022093017003811
inbo	1953969_2	19	19265	1953969	1953969	circle: IV2022093016593450; square: IV2022093017003798
inbo	776369_2	17	19265	776369	776369	circle: IV2022093016593645; square: IV2022093017003238
inbo	992433_1	17	19270	992433	992433	square: IV2023010321142965
inbo	1057969_1	17	19271	1057969	1057969	square: IV2023010321143063
inbo	730289_2	17	19271	730289	730289	square: IV2023010321145550
inbo	758961_2	17	19272	758961	758961	square: IV2023010321143364
inbo	971953_1	17	19272	971953	971953	square: IV2023010321145261
inbo	1021105_1	17	19276	1021105	1021105	square: IV2023010321144128
inbo	169137_2	17	19276	8557745	8557745	square: IV2023010321144679
inbo	693425_2	17	19276	693425	693425	square: IV2023010321144573
inbo	595121_1	17	19277	595121	595121	square: IV2023010321144200
inbo	877745_2	17	19277	877745	877745	square: IV2023010321145332
inbo	365745_2	17	19279	365745	365745	square: IV2023010321143789
inbo	890033_1	17	19279	890033	890033	square: IV2023010321144828
