assessment_date	point_code	type	is_present	no_habitat	assessment_source	inaccessible	not_measurable	change_location	db_ref
17710	1936821_1	10	0	NA	field assessment	NA	NA	0	1936821
17710	1936821_2	10	1	0	field assessment	NA	NA	1	1936821
17710	1945013_1	10	1	0	field assessment	NA	NA	0	1945013
17710	22726_1	98	1	0	field assessment	NA	NA	0	NA
17710	26822_1	98	1	0	field assessment	NA	NA	0	NA
17710	4256642_1	65	1	0	field assessment	NA	NA	0	NA
17710	4502402_1	65	1	0	field assessment	NA	NA	0	NA
17710	4633474_1	65	1	0	field assessment	NA	NA	0	NA
17711	1547265_1	10	1	0	field assessment	NA	NA	0	1547265
17711	1750129_1	10	0	NA	field assessment	NA	NA	0	1750129
17711	1750129_2	10	1	0	field assessment	NA	NA	1	1750129
17711	1928193_1	10	1	0	field assessment	NA	NA	0	1928193
17711	23238_1	98	1	0	field assessment	NA	NA	0	NA
17714	14457_1	95	0	NA	field assessment	NA	NA	0	NA
17714	3273046_1	50	0	NA	field assessment	NA	NA	0	3273046
17714	3273046_1	51	0	NA	field assessment	NA	NA	0	3273046
17714	3273046_2	51	1	0	field assessment	NA	NA	1	3273046
17714	3600726_1	51	0	NA	field assessment	NA	NA	0	3600726
17714	3600726_2	51	1	0	field assessment	NA	NA	1	3600726
17715	2637569_1	51	1	0	field assessment	NA	NA	0	2637569
17715	267513_1	103	1	0	field assessment	NA	NA	0	NA
17715	473337_1	103	1	0	field assessment	NA	NA	0	NA
17716	1785525_1	10	0	NA	field assessment	NA	NA	0	1785525
17716	1785525_2	10	1	0	field assessment	NA	NA	1	1785525
17716	1830581_1	10	1	0	field assessment	NA	NA	0	1830581
17716	349433_1	102	1	0	field assessment	NA	NA	0	NA
17716	570886_1	94	1	0	field assessment	NA	NA	0	NA
17717	1322614_1	80	1	0	field assessment	NA	NA	0	1322614
17717	1761206_1	80	1	0	field assessment	NA	NA	0	1761206
17717	1927030_1	80	1	0	field assessment	NA	NA	0	1927030
17717	320902_1	104	1	0	field assessment	long term	NA	0	NA
17718	3068802_1	65	1	0	field assessment	NA	NA	0	NA
17718	3612546_1	65	1	0	field assessment	NA	NA	0	NA
17722	1258422_1	80	0	NA	field assessment	NA	NA	0	1258422
17722	1258422_2	80	1	0	field assessment	NA	NA	1	1258422
17722	1913782_1	80	1	0	field assessment	NA	NA	0	1913782
17724	1037522_1	52	0	NA	field assessment	NA	NA	0	1037522
17724	1037522_2	52	1	0	field assessment	NA	NA	1	1037522
17724	1095890_1	52	0	NA	field assessment	NA	NA	0	1095890
17724	1095890_2	52	1	0	field assessment	NA	NA	1	1095890
17724	1135826_1	52	0	NA	field assessment	NA	NA	0	1135826
17724	1135826_2	52	1	0	field assessment	NA	NA	1	1135826
17724	1217746_1	52	0	NA	field assessment	NA	NA	0	1217746
17724	1217746_2	52	1	0	field assessment	NA	NA	1	1217746
17724	1414354_1	52	0	NA	field assessment	NA	NA	0	1414354
17724	1414354_2	52	1	0	field assessment	NA	NA	1	1414354
17724	1766326_1	82	0	NA	field assessment	NA	NA	0	1766326
17724	1766326_2	82	1	0	field assessment	NA	NA	1	1766326
17728	31_1	12	0	NA	field assessment	NA	NA	0	31
17728	31_2	12	1	0	field assessment	NA	NA	1	31
17728	64_1	12	1	0	field assessment	NA	NA	0	64
17730	128786_1	39	1	0	field assessment	NA	NA	0	NA
17730	803446_1	26	0	NA	field assessment	NA	NA	0	NA
17731	1012342_1	26	0	NA	field assessment	NA	NA	0	NA
17731	1274486_1	26	1	0	field assessment	NA	NA	0	NA
17731	808722_1	26	1	0	field assessment	NA	NA	0	NA
17732	1536630_1	26	1	0	field assessment	NA	NA	0	NA
17732	51_1	15	1	0	field assessment	NA	NA	0	51
17732	750198_1	26	1	0	field assessment	NA	NA	0	NA
17735	1044273_1	15	1	0	field assessment	NA	NA	0	1044273
17735	1208950_1	26	0	1	field assessment	NA	NA	0	NA
17735	1471094_1	26	1	0	field assessment	NA	NA	0	NA
17735	160374_1	26	0	1	field assessment	NA	NA	0	NA
17735	22290_1	26	0	1	field assessment	NA	NA	0	NA
17735	95_1	18	1	0	field assessment	NA	NA	0	95
17735	98_1	22	1	0	field assessment	NA	NA	0	98
17736	1280210_1	26	0	NA	field assessment	NA	NA	0	NA
17736	1365778_1	26	0	NA	field assessment	NA	NA	0	NA
17736	1558738_1	26	1	0	field assessment	NA	NA	0	NA
17736	317202_1	26	1	0	field assessment	NA	NA	0	NA
17737	1487798_1	24	1	0	field assessment	NA	NA	0	NA
17737	182482_1	39	1	0	field assessment	NA	NA	0	NA
17738	112850_1	39	1	0	field assessment	NA	NA	0	NA
17738	201938_1	38	0	NA	field assessment	NA	NA	1	NA
17738	201938_1	39	0	NA	field assessment	NA	NA	1	NA
17738	201938_2	38	0	1	field assessment	NA	NA	0	NA
17738	201938_2	39	0	1	field assessment	NA	NA	0	NA
17739	260306_1	39	1	0	field assessment	NA	NA	0	NA
17742	163538_1	24	1	0	field assessment	NA	NA	0	NA
17742	1709266_1	26	1	0	field assessment	NA	NA	0	NA
17742	216786_1	24	1	0	field assessment	NA	NA	0	NA
17742	294610_1	24	1	0	field assessment	NA	NA	0	NA
17742	347858_1	38	1	0	field assessment	NA	NA	0	NA
17742	360146_1	24	1	0	field assessment	NA	NA	0	NA
17742	397238_1	39	1	0	field assessment	NA	NA	0	NA
17743	1285330_1	26	1	0	field assessment	NA	NA	0	NA
17743	1350866_1	26	1	0	field assessment	NA	NA	0	NA
17743	1380278_1	24	1	0	field assessment	NA	NA	0	NA
17743	200630_1	39	1	0	field assessment	NA	NA	0	NA
17743	236754_1	24	1	0	field assessment	NA	NA	0	NA
17743	285906_1	24	1	0	field assessment	NA	NA	0	NA
17743	302290_1	24	1	0	field assessment	NA	NA	0	NA
17744	154834_1	26	1	0	field assessment	NA	NA	0	NA
17744	1594578_1	26	1	0	field assessment	NA	NA	0	NA
17744	179922_1	27	1	0	field assessment	NA	NA	0	NA
17744	229074_1	38	1	0	field assessment	NA	NA	0	NA
17744	245458_1	24	1	0	field assessment	NA	NA	0	NA
17744	267474_1	39	1	0	field assessment	NA	NA	0	NA
17744	310994_1	24	1	0	field assessment	NA	NA	0	NA
17744	333010_1	39	1	0	field assessment	NA	NA	0	NA
17744	387538_1	24	1	0	field assessment	NA	NA	0	NA
17745	141778_1	38	1	0	field assessment	NA	NA	0	NA
17745	1479890_1	26	1	0	field assessment	NA	NA	0	NA
17745	169170_1	39	1	0	field assessment	NA	NA	0	NA
17745	216018_1	38	1	0	field assessment	NA	NA	0	NA
17745	272850_1	39	1	0	field assessment	NA	NA	0	NA
17745	281554_1	24	1	0	field assessment	NA	NA	0	NA
17745	322002_1	38	1	0	field assessment	NA	NA	0	NA
17745	330706_1	24	1	0	field assessment	NA	NA	0	NA
17745	347090_1	24	1	0	field assessment	NA	NA	0	NA
17746	103634_1	39	1	0	field assessment	NA	NA	0	NA
17746	174546_1	24	1	0	field assessment	NA	NA	0	NA
17746	196306_1	24	1	0	field assessment	NA	NA	0	NA
17746	207314_1	24	1	0	field assessment	NA	NA	0	NA
17746	289234_1	24	1	0	field assessment	NA	NA	0	NA
17746	300242_1	24	1	0	field assessment	NA	NA	0	NA
17746	338386_1	26	1	0	field assessment	NA	NA	0	NA
17749	191442_1	24	1	0	field assessment	NA	NA	0	NA
17749	256978_1	24	1	0	field assessment	NA	NA	0	NA
17749	265170_1	38	1	0	field assessment	NA	NA	0	NA
17749	289746_1	24	1	0	field assessment	NA	NA	0	NA
17749	330194_1	38	1	0	field assessment	NA	NA	0	NA
17750	1789878_1	38	1	0	field assessment	NA	NA	0	NA
17750	199122_1	24	1	0	field assessment	NA	NA	0	NA
17750	217014_1	39	1	0	field assessment	NA	NA	0	NA
17750	338898_1	38	1	0	field assessment	NA	NA	0	NA
17751	116434_1	24	1	0	field assessment	NA	NA	0	NA
17751	1234130_1	39	1	0	field assessment	NA	NA	0	NA
17751	165586_1	39	1	0	field assessment	NA	NA	0	NA
17751	233398_1	38	1	0	field assessment	NA	NA	0	NA
17751	296658_1	38	1	0	field assessment	NA	NA	0	NA
17751	300534_1	104	1	0	field assessment	NA	NA	0	NA
17751	316626_1	39	1	0	field assessment	NA	NA	0	NA
17752	206546_1	24	1	0	field assessment	NA	NA	0	NA
17752	275382_1	24	1	0	field assessment	NA	NA	0	NA
17752	684982_1	24	1	0	field assessment	NA	NA	0	NA
17753	218038_1	39	0	1	field assessment	NA	NA	0	NA
17753	381878_1	39	1	0	field assessment	NA	NA	0	NA
17756	1512374_1	39	1	0	field assessment	NA	NA	0	NA
17756	258782_1	24	1	0	field assessment	NA	NA	0	NA
17756	881590_1	26	1	0	field assessment	NA	NA	0	NA
17757	1143734_1	39	1	0	field assessment	NA	NA	0	NA
17757	160694_1	39	1	0	field assessment	NA	NA	0	NA
17757	230110_1	38	1	0	field assessment	NA	NA	0	NA
17757	62_1	23	1	0	field assessment	NA	NA	0	62
17757	92_1	22	1	0	field assessment	NA	NA	0	92
17757	94_1	22	1	0	field assessment	NA	NA	0	94
17757	947126_1	39	1	0	field assessment	NA	NA	0	NA
17759	1209270_1	26	1	0	field assessment	NA	NA	0	NA
17759	1405878_1	26	1	0	field assessment	NA	NA	0	NA
17760	1684406_1	24	1	0	field assessment	NA	NA	0	NA
17760	635830_1	24	1	0	field assessment	NA	NA	0	NA
17760	92126_1	39	1	0	field assessment	NA	NA	0	NA
17763	112_1	22	0	NA	field assessment	NA	NA	0	112
17763	112_2	22	1	0	field assessment	NA	NA	1	112
17763	114654_1	39	0	NA	field assessment	NA	NA	0	NA
17763	11595569_1	18	0	NA	field assessment	NA	NA	0	11595569
17763	11595569_2	15	1	0	field assessment	NA	NA	1	11595569
17763	1381302_1	24	1	0	field assessment	NA	NA	0	NA
17763	241630_1	24	0	NA	field assessment	NA	NA	0	NA
17763	241630_1	38	0	NA	field assessment	NA	NA	0	NA
17763	277214_1	38	1	0	field assessment	NA	NA	0	NA
17764	102_1	23	0	NA	field assessment	NA	NA	0	102
17764	102_2	22	1	0	field assessment	NA	NA	1	102
17764	50_1	15	1	0	field assessment	NA	NA	0	50
17764	594870_1	39	1	0	field assessment	NA	NA	0	NA
17765	1012662_1	39	1	0	field assessment	NA	NA	0	NA
17765	1078198_1	39	1	0	field assessment	NA	NA	0	NA
17766	1274806_1	39	1	0	field assessment	NA	NA	0	NA
17766	1536950_1	39	1	0	field assessment	NA	NA	0	NA
17766	40_1	15	1	0	field assessment	NA	NA	0	40
17766	40_2	18	1	0	field assessment	NA	NA	0	40
17766	87_1	12	1	0	field assessment	NA	NA	0	87
17767	105_1	18	1	0	field assessment	NA	NA	0	105
17767	108_1	18	0	NA	field assessment	NA	NA	0	108
17767	108_2	18	1	0	field assessment	NA	NA	1	108
17767	168886_1	39	1	0	field assessment	NA	NA	0	NA
17767	72_1	18	1	0	field assessment	NA	NA	0	72
17767	816054_1	24	1	0	field assessment	NA	NA	0	NA
17777	166102_1	24	1	0	field assessment	NA	NA	0	NA
17778	1114582_1	26	1	0	field assessment	NA	NA	0	NA
17778	1311190_1	26	0	NA	field assessment	NA	NA	0	NA
17779	111918_1	39	1	0	field assessment	NA	NA	0	NA
17781	191966_1	39	1	0	field assessment	NA	NA	0	NA
17785	1340342_1	24	1	0	field assessment	NA	NA	0	NA
17785	251090_1	38	1	0	field assessment	NA	NA	0	NA
17785	315318_1	24	1	0	field assessment	NA	NA	0	NA
17786	115334_1	39	0	1	field assessment	NA	NA	0	NA
17786	266294_1	24	1	0	field assessment	NA	NA	0	NA
17786	282678_1	24	1	0	field assessment	NA	NA	0	NA
17788	219446_1	39	1	0	field assessment	NA	NA	0	NA
17788	289078_1	26	1	0	field assessment	NA	NA	0	NA
17788	290870_1	24	1	0	field assessment	NA	NA	0	NA
17788	91614_1	38	1	0	field assessment	NA	NA	0	NA
17791	1297718_1	26	1	0	field assessment	NA	NA	0	NA
17792	110_1	18	0	NA	field assessment	NA	NA	0	110
17792	110_2	18	1	0	field assessment	NA	NA	1	110
17792	13_1	18	1	0	field assessment	NA	NA	0	13
17794	100_1	18	0	NA	field assessment	NA	NA	0	100
17794	100_2	18	1	0	field assessment	NA	NA	1	100
17794	103_1	18	1	0	field assessment	NA	NA	0	103
17794	107_1	18	0	NA	field assessment	NA	NA	0	107
17794	107_2	18	1	0	field assessment	NA	NA	1	107
17794	109_1	18	0	NA	field assessment	NA	NA	0	109
17794	109_2	18	1	0	field assessment	NA	NA	1	109
17794	111_1	18	0	NA	field assessment	NA	NA	0	111
17794	111_2	18	1	0	field assessment	NA	NA	1	111
17795	234974_1	39	1	0	field assessment	NA	NA	0	NA
17798	226606_1	39	1	0	field assessment	NA	NA	0	NA
17800	40_3	12	0	NA	field assessment	NA	NA	0	40
17800	40_4	12	1	0	field assessment	NA	NA	1	40
17800	44_1	18	1	0	field assessment	NA	NA	0	44
17800	44_2	15	1	0	field assessment	NA	NA	0	44
17801	53_1	15	1	0	field assessment	NA	NA	0	53
17801	69_1	12	1	0	field assessment	NA	NA	0	69
17801	82_1	12	1	0	field assessment	NA	NA	0	82
17802	1259822_1	26	0	1	field assessment	NA	NA	0	NA
17802	235822_1	39	0	1	field assessment	NA	NA	0	NA
17812	1659862_1	26	1	0	field assessment	NA	NA	0	NA
17813	170294_1	39	0	NA	field assessment	NA	NA	0	NA
17814	212062_1	39	1	0	field assessment	NA	NA	0	NA
17897	10123622_1	55	0	NA	field assessment	NA	NA	0	10123622
17897	11_1	12	0	NA	field assessment	NA	NA	0	11
17897	11480562_1	45	0	NA	field assessment	NA	NA	0	11480562
17897	1202926_1	82	0	NA	field assessment	NA	NA	0	1202926
17897	12322130_1	45	0	NA	field assessment	NA	NA	0	12322130
17897	12485561_1	55	0	NA	field assessment	NA	NA	0	12485561
17897	12485561_2	55	0	NA	field assessment	NA	NA	1	12485561
17897	12558265_1	55	0	NA	field assessment	NA	NA	0	12558265
17897	13068626_1	45	0	NA	field assessment	NA	NA	0	13068626
17897	13149522_1	45	0	NA	field assessment	NA	NA	0	13149522
17897	1320022_1	51	0	NA	field assessment	NA	NA	0	1320022
17897	1361142_1	82	0	NA	field assessment	NA	NA	0	1361142
17897	1373778_1	52	0	NA	field assessment	NA	NA	0	1373778
17897	1381510_1	50	0	NA	field assessment	NA	NA	0	1381510
17897	13937650_1	45	0	NA	field assessment	NA	NA	0	13937650
17897	1452338_1	52	0	NA	field assessment	NA	NA	0	1452338
17897	1478582_1	52	0	NA	field assessment	NA	NA	0	1478582
17897	1498805_1	10	0	NA	field assessment	NA	NA	0	1498805
17897	1588917_1	10	0	NA	orthophoto	NA	NA	0	1588917
17897	1594294_1	52	0	NA	field assessment	NA	NA	0	1594294
17897	1608658_1	52	0	NA	field assessment	NA	NA	0	1608658
17897	1621505_1	10	0	NA	orthophoto	NA	NA	0	1621505
17897	1676726_1	80	0	NA	field assessment	NA	NA	0	1676726
17897	1713590_1	80	0	NA	field assessment	NA	NA	0	1713590
17897	1766190_1	52	0	NA	field assessment	NA	NA	0	1766190
17897	1869878_1	52	0	NA	field assessment	NA	NA	0	1869878
17897	1977781_1	10	0	NA	orthophoto	NA	NA	0	1977781
17897	20_1	12	0	NA	field assessment	NA	NA	0	20
17897	2002502_1	50	NA	NA	NA	long term	NA	0	2002502
17897	2024561_1	10	0	NA	orthophoto	NA	NA	0	2024561
17897	2025526_1	50	0	NA	field assessment	NA	NA	0	2025526
17897	2046902_1	80	0	NA	field assessment	NA	NA	0	2046902
17897	21_1	15	0	NA	field assessment	NA	NA	0	21
17897	2135094_1	50	0	NA	field assessment	NA	NA	0	2135094
17897	2143233_1	10	0	NA	field assessment	NA	NA	0	2143233
17897	2143345_1	10	0	NA	orthophoto	NA	NA	0	2143345
17897	2156002_1	80	0	NA	field assessment	NA	NA	0	2156002
17897	2204982_1	80	0	NA	field assessment	NA	NA	0	2204982
17897	2217718_1	80	0	NA	field assessment	NA	NA	0	2217718
17897	2251502_1	82	0	NA	field assessment	NA	NA	0	2251502
17897	23_1	15	0	NA	field assessment	NA	NA	0	23
17897	23_1	17	0	NA	field assessment	NA	NA	0	23
17897	2301878_1	80	0	NA	field assessment	NA	NA	0	2301878
17897	2320246_1	80	0	NA	field assessment	NA	NA	0	2320246
17897	2320246_2	80	0	NA	field assessment	NA	NA	1	2320246
17897	2333697_1	10	0	NA	field assessment	NA	NA	0	2333697
17897	2364085_1	10	0	NA	field assessment	NA	NA	0	2364085
17897	2370514_1	82	0	NA	field assessment	NA	NA	0	2370514
17897	2464934_1	80	0	NA	field assessment	NA	NA	0	2464934
17897	2467126_1	80	0	NA	field assessment	NA	NA	0	2467126
17897	2579182_1	82	0	NA	field assessment	NA	NA	0	2579182
17897	2630742_1	51	0	NA	field assessment	NA	NA	0	2630742
17897	34_1	15	0	NA	field assessment	NA	NA	0	34
17897	34_1	17	0	NA	field assessment	NA	NA	0	34
17897	3472466_1	45	0	NA	field assessment	NA	NA	0	3472466
17897	3522438_1	56	0	NA	field assessment	NA	NA	0	3522438
17897	38_1	15	0	NA	field assessment	NA	NA	0	38
17897	38_1	17	0	NA	field assessment	NA	NA	0	38
17897	4348654_1	82	0	NA	field assessment	NA	NA	0	4348654
17897	4912178_1	56	0	NA	field assessment	NA	NA	0	4912178
17897	58_1	15	0	NA	field assessment	NA	NA	0	58
17897	58_1	17	0	NA	field assessment	NA	NA	0	58
17897	5960754_1	55	0	NA	field assessment	NA	NA	0	5960754
17897	5960754_1	56	0	NA	field assessment	NA	NA	0	5960754
17897	65_1	12	0	NA	field assessment	NA	NA	0	65
17897	65_1	15	0	NA	field assessment	NA	NA	0	65
17897	6604022_1	82	0	NA	field assessment	NA	NA	0	6604022
17897	67_1	14	0	NA	field assessment	NA	NA	0	67
17897	7726126_1	56	0	NA	field assessment	NA	NA	0	7726126
17897	78_1	12	0	NA	field assessment	NA	NA	0	78
17897	78_1	15	0	NA	field assessment	NA	NA	0	78
17897	78_1	17	0	NA	field assessment	NA	NA	0	78
17897	7853106_1	56	0	NA	field assessment	NA	NA	0	7853106
17897	8_1	12	0	NA	field assessment	NA	NA	0	8
17897	8057906_1	56	0	NA	field assessment	NA	NA	0	8057906
17897	8137046_1	55	0	NA	field assessment	NA	NA	0	8137046
17897	8597746_1	55	0	NA	field assessment	NA	NA	0	8597746
17897	8794246_1	56	0	NA	field assessment	NA	NA	0	8794246
17897	88_1	12	0	NA	field assessment	NA	NA	0	88
17897	88_1	15	0	NA	field assessment	NA	NA	0	88
17897	9036846_1	56	0	NA	field assessment	NA	NA	0	9036846
17941	642585_1	103	0	1	field assessment	NA	NA	0	NA
17941	642585_2	103	1	0	field assessment	NA	NA	1	NA
17948	316601_1	103	0	NA	NA	long term	NA	0	NA
17949	472889_1	103	1	0	field assessment	NA	NA	0	NA
17976	313305_1	103	0	1	field assessment	NA	NA	0	NA
17976	313305_2	103	1	0	field assessment	NA	NA	1	NA
17976	468953_1	103	0	NA	field assessment	NA	NA	0	NA
17976	515737_1	103	0	NA	field assessment	NA	NA	0	NA
17983	196022_1	106	1	0	field assessment	NA	NA	0	NA
17987	311602_1	106	1	0	field assessment	NA	NA	0	NA
17987	450905_1	103	0	NA	field assessment	NA	NA	0	NA
17987	631129_1	103	0	NA	field assessment	NA	NA	0	NA
17988	302006_1	106	0	NA	field assessment	NA	NA	0	NA
17988	31414_1	106	1	0	field assessment	NA	NA	0	NA
17989	270034_1	106	0	NA	field assessment	NA	NA	0	NA
17989	27474_1	99	1	0	field assessment	NA	NA	0	NA
17989	29558_1	99	0	NA	field assessment	NA	NA	0	NA
17989	315062_1	106	1	0	field assessment	NA	NA	0	NA
17990	18290_1	98	1	0	field assessment	NA	NA	0	NA
17990	20274_1	98	1	0	field assessment	NA	NA	0	NA
17990	20470_1	104	1	0	field assessment	NA	NA	0	NA
17991	18898_1	99	1	0	field assessment	NA	NA	0	NA
17994	19762_1	99	1	0	field assessment	NA	NA	0	NA
17995	213138_1	106	1	0	field assessment	NA	NA	0	NA
17995	237970_1	106	1	0	field assessment	NA	NA	0	NA
17997	200850_1	99	1	0	field assessment	NA	NA	0	NA
17997	260082_1	106	1	0	field assessment	NA	NA	0	NA
17997	272569_1	103	0	NA	NA	long term	NA	0	NA
17997	359449_1	103	0	NA	field assessment	NA	NA	0	NA
17997	499129_1	103	0	NA	NA	long term	NA	0	NA
17998	11481_1	95	1	0	field assessment	NA	NA	0	NA
18001	10513_1	95	1	0	field assessment	NA	NA	0	NA
18001	14161_1	95	0	NA	field assessment	NA	NA	0	NA
18002	21025_1	95	1	0	field assessment	NA	NA	0	NA
18002	262130_1	106	1	0	field assessment	long term	NA	0	NA
18002	28546_1	96	1	0	field assessment	NA	NA	0	NA
18002	316114_1	104	1	0	field assessment	long term	NA	0	NA
18005	446777_1	103	0	NA	NA	long term	NA	0	NA
18005	467257_1	103	0	NA	NA	long term	NA	0	NA
18010	296193_1	106	0	NA	NA	long term	NA	0	NA
18011	463833_1	103	0	1	field assessment	NA	NA	0	NA
18011	463833_2	103	1	0	field assessment	NA	NA	1	NA
18019	271446_1	106	1	0	field assessment	NA	NA	0	NA
18024	612246_1	104	1	0	field assessment	NA	NA	0	NA
18030	162749_1	63	0	1	field assessment	NA	NA	0	NA
18030	4390190_1	66	0	NA	field assessment	NA	NA	0	NA
18031	5474582_1	66	1	0	field assessment	NA	NA	0	NA
18031	7062294_1	66	1	0	field assessment	NA	NA	0	NA
18032	10717462_1	66	1	0	field assessment	NA	NA	0	NA
18032	6523158_1	66	0	1	field assessment	NA	NA	0	NA
18032	6523158_2	66	1	0	field assessment	NA	NA	1	NA
18039	1068086_1	50	1	0	field assessment	NA	NA	0	1068086
18039	412726_1	50	0	NA	field assessment	NA	NA	0	412726
18039	412726_1	52	0	NA	field assessment	NA	NA	0	412726
18039	412726_2	50	1	0	field assessment	NA	NA	1	412726
18039	6201542_1	66	1	0	field assessment	NA	NA	0	NA
18039	805942_1	50	1	0	field assessment	NA	NA	0	805942
18039	937014_1	52	0	NA	field assessment	NA	NA	0	937014
18039	937014_2	52	1	0	field assessment	NA	NA	1	937014
18040	1457206_1	50	1	0	field assessment	NA	NA	0	1457206
18043	1395766_1	52	1	0	field assessment	NA	NA	0	1395766
18043	1461302_1	50	1	0	field assessment	NA	NA	0	1461302
18043	1723446_1	50	0	NA	field assessment	NA	NA	0	1723446
18043	1723446_1	52	0	NA	field assessment	NA	NA	0	1723446
18043	1723446_2	50	1	0	field assessment	NA	NA	1	1723446
18043	428057_1	103	0	1	field assessment	NA	NA	0	NA
18043	428057_2	103	1	0	field assessment	NA	NA	1	NA
18043	654873_1	103	0	NA	field assessment	NA	NA	0	NA
18051	1885721_1	64	0	1	field assessment	NA	NA	0	NA
18051	1885721_2	64	1	0	field assessment	NA	NA	1	NA
18051	6427922_1	66	1	0	field assessment	NA	NA	0	NA
18051	8525074_1	63	1	0	field assessment	NA	NA	0	NA
18052	2037393_1	64	0	1	field assessment	NA	NA	0	NA
18052	2037393_2	64	1	0	field assessment	NA	NA	1	NA
18052	2299537_1	64	0	1	field assessment	NA	NA	0	NA
18052	2299537_2	64	1	0	field assessment	NA	NA	1	NA
18052	2733713_1	64	0	1	field assessment	NA	NA	0	NA
18052	2733713_2	64	1	0	field assessment	NA	NA	1	NA
18052	2942609_1	64	0	1	field assessment	NA	NA	0	NA
18052	2942609_2	64	1	0	field assessment	NA	NA	1	NA
18052	6690066_1	64	1	0	field assessment	NA	NA	0	NA
18052	7738642_1	66	0	1	field assessment	NA	NA	0	NA
18052	7738642_2	66	1	0	field assessment	NA	NA	1	NA
18053	2410009_1	64	0	1	field assessment	NA	NA	0	NA
18053	2410009_2	64	1	0	field assessment	NA	NA	1	NA
18059	218086_1	63	1	0	field assessment	NA	NA	0	NA
18064	151426_1	63	0	NA	field assessment	NA	NA	0	NA
18065	12248402_1	45	0	NA	field assessment	NA	NA	0	12248402
18065	12248402_2	45	1	0	field assessment	NA	NA	1	12248402
18065	1442745_1	63	1	0	field assessment	NA	NA	1	NA
18065	1442745_2	63	1	0	field assessment	NA	NA	1	NA
18065	3829634_1	65	0	1	field assessment	NA	NA	0	NA
18065	3829634_2	65	1	0	field assessment	NA	NA	1	NA
18065	4121938_1	45	1	0	field assessment	NA	NA	0	4121938
18065	4346754_1	63	1	0	field assessment	NA	NA	0	NA
18065	7941057_1	55	1	0	field assessment	NA	NA	0	7941057
18066	11228210_1	55	1	0	field assessment	NA	NA	0	11228210
18066	1512322_1	63	1	0	field assessment	NA	NA	0	NA
18066	3170178_1	65	1	0	field assessment	NA	NA	0	NA
18066	3366786_1	65	1	0	field assessment	NA	NA	0	NA
18066	3432322_1	65	1	0	field assessment	NA	NA	0	NA
18066	7033906_1	55	1	0	field assessment	NA	NA	0	7033906
18067	3476978_1	45	1	0	field assessment	NA	NA	0	3476978
18067	393950_1	38	1	0	field assessment	NA	NA	0	NA
18068	389854_1	39	1	0	field assessment	NA	NA	0	NA
18071	226014_1	39	1	0	field assessment	NA	NA	0	NA
18074	357086_1	38	1	0	field assessment	NA	NA	0	NA
18079	1464626_1	50	1	0	field assessment	NA	NA	0	1464626
18079	3489106_1	45	0	NA	field assessment	NA	NA	0	3489106
18079	3489106_2	45	1	0	field assessment	NA	NA	1	3489106
18079	7839026_1	55	1	0	field assessment	NA	NA	0	7839026
18080	11142674_1	55	1	0	field assessment	NA	NA	0	11142674
18080	13426066_1	45	1	0	field assessment	NA	NA	0	13426066
18080	13732946_1	45	1	0	field assessment	NA	NA	0	13732946
18080	3160082_1	55	1	0	field assessment	NA	NA	0	3160082
18080	6923026_1	56	0	NA	field assessment	NA	NA	0	6923026
18080	6923026_2	55	1	0	field assessment	NA	NA	1	6923026
18081	10317874_1	55	1	0	field assessment	NA	NA	0	10317874
18081	1531602_1	50	1	0	field assessment	NA	NA	0	1531602
18081	1631954_1	50	1	0	field assessment	NA	NA	0	1631954
18081	1713874_1	50	1	0	field assessment	NA	NA	0	1713874
18081	1799154_1	52	0	NA	field assessment	NA	NA	0	1799154
18081	1799154_2	52	1	0	field assessment	NA	NA	1	1799154
18081	2270930_1	82	0	NA	field assessment	NA	NA	0	2270930
18081	2270930_2	82	1	0	field assessment	NA	NA	1	2270930
18082	11394098_1	55	1	0	field assessment	NA	NA	0	11394098
18082	2500918_1	80	0	NA	field assessment	NA	NA	0	2500918
18082	2500918_2	80	1	0	field assessment	NA	NA	1	2500918
18082	4370774_1	51	0	NA	field assessment	NA	NA	0	4370774
18082	4370774_1	80	0	NA	field assessment	NA	NA	0	4370774
18082	4370774_2	80	1	0	field assessment	NA	NA	1	4370774
18085	10840262_1	55	1	0	field assessment	NA	NA	0	10840262
18085	11466886_1	55	1	0	field assessment	NA	NA	0	11466886
18085	1425286_1	55	1	0	field assessment	NA	NA	0	1425286
18085	1593478_1	50	0	NA	field assessment	NA	NA	0	1593478
18085	1593478_2	50	1	0	field assessment	NA	NA	1	1593478
18085	2016390_1	51	1	0	field assessment	NA	NA	0	2016390
18085	3968934_1	51	1	0	field assessment	NA	NA	0	3968934
18085	6645958_1	55	1	0	field assessment	NA	NA	0	6645958
18086	4059478_1	51	1	0	field assessment	NA	NA	0	4059478
18086	4178198_1	51	0	NA	field assessment	NA	NA	0	4178198
18086	4178198_2	51	1	0	field assessment	NA	NA	1	4178198
18086	4465750_1	51	0	NA	field assessment	NA	NA	0	4465750
18086	4465750_2	51	1	0	field assessment	NA	NA	1	4465750
18086	7874902_1	55	1	0	field assessment	NA	NA	0	7874902
18087	1508278_1	52	1	0	field assessment	NA	NA	0	1508278
18087	1660114_1	52	0	NA	field assessment	NA	NA	0	1660114
18087	1660114_2	52	1	0	field assessment	NA	NA	1	1660114
18087	1676498_1	52	0	NA	field assessment	NA	NA	0	1676498
