fieldwork_team	point_code	type	measurement_date	db_ref	survey	user_reference	recording_givid
inbo	40_2	18	17766	10186545_2170	NA	10186545_2170	circle: IV2019021811495237; square: IV2019021812584035
inbo	87_1	12	17766	10665777	NA	10665777_2120	circle: IV2019022012425367; square: IV2019022012454117
inbo	105_1	18	17767	12644145	NA	12644145_2170	circle: IV2019021816464213; square: IV2019021816515851
inbo	108_2	18	17767	13561649	NA	13561649_2170	circle: IV2019021813401634; square: IV2019021813445547
anb	168886_1	39	17767	168886	anb_c1	NA	NA
inbo	72_1	18	17767	10415921	NA	10415921_2170	circle: IV2019032213402331; square: IV2019032213485629
anb	816054_1	24	17767	816054	anb_c1	NA	NA
anb	1114582_1	26	17778	1114582	anb_c1	NA	NA
anb	111918_1	39	17779	111918	anb_c1	NA	NA
anb	191966_1	39	17781	191966	anb_c1	NA	NA
anb	1340342_1	24	17785	1340342	anb_c1	NA	NA
anb	251090_1	38	17785	251090	anb_c1	NA	NA
anb	315318_1	24	17785	315318	anb_c1	NA	NA
anb	266294_1	24	17786	266294	anb_c1	NA	NA
anb	282678_1	24	17786	282678	anb_c1	NA	NA
anb	219446_1	39	17788	219446	anb_c1	NA	NA
anb	289078_1	26	17788	289078	anb_c1	NA	NA
anb	290870_1	24	17788	290870	anb_c1	NA	NA
anb	91614_1	38	17788	91614	anb_c1	NA	NA
anb	1297718_1	26	17791	1297718	anb_c1	NA	NA
inbo	110_2	18	17792	13823793	NA	13823793_2170	circle: IV2019021816153672; square: IV2019021816195603
inbo	13_1	18	17792	1240881	NA	1240881_2170	circle: IV2019021815483401; square: IV2019021815521039
inbo	100_2	18	17794	12054321	NA	12054321_2170	circle: IV2019022016562144; square: IV2019022016595035
inbo	103_1	18	17794	12545841	NA	12545841_2170	circle: IV2019022017090395; square: IV2019022017120928
inbo	107_2	18	17794	13070129	NA	13070129_2170	circle: IV2019022017210446; square: IV2019022017234989
inbo	109_2	18	17794	13594417	NA	13594417_2170	circle: IV2019021809512830; square: IV2019021809593611
inbo	111_2	18	17794	13889329	NA	13889329_2170	circle: IV2019022013124861; square: IV2019022013161788
anb	234974_1	39	17795	234974	anb_c1	NA	NA
anb	226606_1	39	17798	226606	anb_c1	NA	NA
inbo	40_4	12	17800	10186545_2120	NA	10186545_2120	circle: IV2019022013350210; square: IV2019022013365235
inbo	44_1	18	17800	10219313_2170	NA	10219313_2170	circle: IV2019022017323559; square: IV2019022017345169
inbo	44_2	15	17800	10219313_2130_hd	NA	10219313_2130_hd	circle: IV2019022017453613; square: IV2019022017491986
inbo	53_1	15	17801	10283825	NA	10283825_2130_hd	circle: IV2019022015131506; square: IV2019022015174602
inbo	69_1	12	17801	10398513	NA	10398513_2120	circle: IV2019021913152687; square: IV2019021913332143
inbo	82_1	12	17801	10578737	NA	10578737_2120	circle: IV2019022013410657; square: IV2019022013422931
anb	1659862_1	26	17812	1659862	anb_c1	NA	NA
anb	212062_1	39	17814	212062	anb_c1	NA	NA
anb	642585_2	103	17941	642585	anb_c1	NA	NA
anb	472889_1	103	17949	472889	anb_c1	NA	NA
anb	313305_2	103	17976	313305	anb_c1	NA	NA
anb	196022_1	106	17983	196022	anb_c1	NA	NA
anb	311602_1	106	17987	311602	anb_c1	NA	NA
anb	31414_1	106	17988	31414	anb_c1	NA	NA
anb	27474_1	99	17989	27474	anb_c1	NA	NA
anb	315062_1	106	17989	315062	anb_c1	NA	NA
anb	18290_1	98	17990	18290	anb_c1	NA	NA
anb	20274_1	98	17990	20274	anb_c1	NA	NA
anb	20470_1	104	17990	20470	anb_c1	NA	NA
anb	18898_1	99	17991	18898	anb_c1	NA	NA
anb	19762_1	99	17994	19762	anb_c1	NA	NA
anb	213138_1	106	17995	213138	anb_c1	NA	NA
anb	237970_1	106	17995	237970	anb_c1	NA	NA
anb	260082_1	106	17997	260082	anb_c1	NA	NA
anb	11481_1	95	17998	11481	anb_c1	NA	NA
anb	10513_1	95	18001	10513	anb_c1	NA	NA
anb	21025_1	95	18002	21025	anb_c1	NA	NA
anb	28546_1	96	18002	28546	anb_c1	NA	NA
anb	463833_2	103	18011	463833	anb_c1	NA	NA
anb	271446_1	106	18019	271446	anb_c1	NA	NA
anb	612246_1	104	18024	612246	anb_c1	NA	NA
anb	5474582_1	66	18031	5474582	anb_c1	NA	NA
anb	7062294_1	66	18031	7062294	anb_c1	NA	NA
anb	10717462_1	66	18032	10717462	anb_c1	NA	NA
anb	6523158_2	66	18032	6523158	anb_c1	NA	NA
inbo	1068086_1	50	18039	1068086	NA	1068086	circle: IV2020021916160633; square: IV2020021916204322
inbo	412726_2	50	18039	412726	NA	412726	circle: IV2020022714231094; square: IV2020022714374375
anb	6201542_1	66	18039	6201542	anb_c1	NA	NA
inbo	805942_1	50	18039	805942	NA	805942	circle: IV2020022714453255; square: IV2020022714594591
inbo	937014_2	52	18039	937014	NA	937014	circle: IV2020022715151720; square: IV2020022715235211
inbo	1457206_1	50	18040	1457206	NA	1457206	circle: IV2020022713561914; square: IV2020022714040075
inbo	1395766_1	52	18043	1395766	NA	1395766	circle: IV2020022714073095; square: IV2020022714202521
inbo	1461302_1	50	18043	1461302	NA	1461302	circle: IV2020022715014341; square: IV2020022715135992
inbo	1723446_2	50	18043	1723446	NA	1723446	circle: IV2020022017031551; square: IV2020022017152138
anb	428057_2	103	18043	428057	anb_c1	NA	NA
anb	1885721_2	64	18051	1885721	anb_c1	NA	NA
anb	6427922_1	66	18051	6427922	anb_c1	NA	NA
anb	8525074_1	63	18051	8525074	anb_c1	NA	NA
anb	2037393_2	64	18052	2037393	anb_c1	NA	NA
anb	2299537_2	64	18052	2299537	anb_c1	NA	NA
anb	2733713_2	64	18052	2733713	anb_c1	NA	NA
anb	2942609_2	64	18052	2942609	anb_c1	NA	NA
anb	6690066_1	64	18052	6690066	anb_c1	NA	NA
anb	7738642_2	66	18052	7738642	anb_c1	NA	NA
anb	2410009_2	64	18053	2410009	anb_c1	NA	NA
anb	218086_1	63	18059	218086	anb_c1	NA	NA
inbo	12248402_2	45	18065	12248402	NA	12248402	square: IV2020031013523658; circle: IV2020031014181916
anb	1442745_1	63	18065	1442745	anb_c1	NA	NA
anb	1442745_2	63	18065	1442745	anb_c1	NA	NA
anb	3829634_2	65	18065	3829634	anb_c1	NA	NA
inbo	4121938_1	45	18065	4121938	NA	4121938	square: IV2020031010533280; circle: IV2020031012274263
anb	4346754_1	63	18065	4346754	anb_c1	NA	NA
inbo	7941057_1	55	18065	7941057	NA	7941057	circle: IV2020041016413327; square: IV2020041110162473
inbo	11228210_1	55	18066	11228210	NA	11228210	square: IV2020031211135033; circle: IV2020031211271709
anb	1512322_1	63	18066	1512322	anb_c1	NA	NA
anb	3170178_1	65	18066	3170178	anb_c1	NA	NA
anb	3366786_1	65	18066	3366786	anb_c1	NA	NA
anb	3432322_1	65	18066	3432322	anb_c1	NA	NA
inbo	7033906_1	55	18066	7033906	NA	7033906	square: IV2020031015500072; circle: IV2020031114321268
inbo	3476978_1	45	18067	3476978	NA	3476978	square: IV2020031213211228; circle: IV2020031214210192
anb	393950_1	38	18067	393950	anb_c1	NA	NA
anb	226014_1	39	18071	226014	anb_c1	NA	NA
anb	357086_1	38	18074	357086	anb_c1	NA	NA
inbo	1464626_1	50	18079	1464626	NA	1464626	square: IV2020031216444711; circle: IV2020031216591855
inbo	3489106_2	45	18079	3489106	NA	3489106	square: IV2020031215183226; circle: IV2020031216083507
inbo	7839026_1	55	18079	7839026	NA	7839026	square: IV2020031219413746; circle: IV2020031220232348
inbo	11142674_1	55	18080	11142674	NA	11142674	square: IV2020031709214044; circle: IV2020031709322618
inbo	13426066_1	45	18080	13426066	NA	13426066	square: IV2020031510421165; circle: IV2020031510582347
inbo	13732946_1	45	18080	13732946	NA	13732946	square: IV2020031613411839; circle: IV2020031614045534
inbo	3160082_1	55	18080	3160082	NA	3160082	square: IV2020031719185827; circle: IV2020031719424607
inbo	6923026_2	55	18080	6923026	NA	6923026	square: IV2020031814183054; circle: IV2020031814463025
inbo	10317874_1	55	18081	10317874	NA	10317874	circle: IV2020032310140080; square: IV2020032310162222
inbo	1531602_1	50	18081	1531602	NA	1531602	circle: IV2020032311340008; square: IV2020032311450360
inbo	1631954_1	50	18081	1631954	NA	1631954	circle: IV2020032311123998; square: IV2020032311244871
inbo	1713874_1	50	18081	1713874	NA	1713874	circle: IV2020032310590850; square: IV2020032311013628
inbo	1799154_2	52	18081	1799154	NA	1799154	square: IV2020031719500185; circle: IV2020031720210794
inbo	2270930_2	82	18081	2270930	NA	2270930	square: IV2020030914144636; circle: IV2020030915461539
inbo	11394098_1	55	18082	11394098	NA	11394098	circle: IV2020032308205723; square: IV2020032310004475
inbo	2500918_2	80	18082	2500918	NA	2500918	circle: IV2020021416312620; square: IV2020021416372690
inbo	4370774_2	80	18082	4370774	NA	4370774	circle: IV2020021915563894; square: IV2020021916032116
inbo	10840262_1	55	18085	10840262	NA	10840262	circle: IV2020032117163034; square: IV2020032117454182
inbo	11466886_1	55	18085	11466886	NA	11466886	circle: IV2020032010333167; square: IV2020032010352445
inbo	1425286_1	55	18085	1425286	NA	1425286	circle: IV2020032013483546; square: IV2020032014100838
inbo	1593478_2	50	18085	1593478	NA	1593478	circle: IV2020032011314056; square: IV2020032011534393
inbo	2016390_1	51	18085	2016390	NA	2016390	circle: IV2020032014241414; square: IV2020032015024795
inbo	3968934_1	51	18085	3968934	NA	3968934	circle: IV2020032009020456; square: IV2020032009182854
inbo	6645958_1	55	18085	6645958	NA	6645958	circle: IV2020032020060844; square: IV2020032020085241
inbo	4059478_1	51	18086	4059478	NA	4059478	circle: IV2020031916470295; square: IV2020031917075475
inbo	4178198_2	51	18086	4178198	NA	4178198	circle: IV2020031917423145; square: IV2020031917483592
inbo	4465750_2	51	18086	4465750	NA	4465750	circle: IV2020031920061657; square: IV2020031920153021
inbo	7874902_1	55	18086	7874902	NA	7874902	circle: IV2020031913230651; square: IV2020031913514631
inbo	1508278_1	52	18087	1508278	NA	1508278	square: IV2020031911190774; circle: IV2020031911322474
inbo	1660114_2	52	18087	1660114	NA	1660114	square: IV2020031909490502; circle: IV2020031909571819
inbo	1676498_2	52	18087	1676498	NA	1676498	square: IV2020031819314141; circle: IV2020031819350053
inbo	1742034_2	52	18087	1742034	NA	1742034	square: IV2020031819524559; circle: IV2020031819561395
inbo	3821746_2	53	18089	3821746	NA	3821746	square: IV2020031815490992; circle: IV2020031815565608
inbo	12229422_1	55	18109	12229422	NA	12229422	circle: IV2020021413575834; square: IV2020021414132240
inbo	2136622_1	82	18109	2136622	NA	2136622	circle: IV2020021212123304; square: IV2020021215272236
anb	344798_1	38	18109	344798	anb_c1	NA	NA
inbo	54994_1	39	18110	54994	N2000meetnet_Heide_BHM	54994	circle: IV2020012414105549; square: IV2020012414155624
anb	261854_1	38	18113	261854	anb_c1	NA	NA
inbo	37330_1	39	18114	37330	N2000meetnet_Heide_BHM	37330	circle: IV2020012412015752; square: IV2020012412084444
inbo	65234_1	38	18114	65234	N2000meetnet_Heide_BHM	65234	circle: IV2020012414262213; square: IV2020012414320802
anb	193246_1	38	18116	193246	anb_c1	NA	NA
anb	380638_1	38	18116	380638	anb_c1	NA	NA
inbo	77394_1	39	18116	77394	N2000meetnet_Heide_BHM	77394	circle: IV2020012813564777; square: IV2020012814063245
inbo	91122_1	39	18116	91122	N2000meetnet_Heide_BHM	91122	circle: IV2020012814233378; square: IV2020012814555447
anb	342750_1	38	18117	342750	anb_c1	NA	NA
anb	359134_1	38	18117	359134	anb_c1	NA	NA
inbo	65522_1	38	18117	65522	N2000meetnet_Heide_BHM	65522	circle: IV2020012414500925; square: IV2020012414540813
anb	293598_1	38	18120	293598	anb_c1	NA	NA
anb	1180534_1	26	18121	1180534	anb_c1	NA	NA
inbo	120110_1	38	18121	120110	N2000meetnet_Heide_BHM	120110	circle: IV2020012909393596; square: IV2020012909544249
inbo	27602_1	39	18127	27602	N2000meetnet_Heide_BHM	27602	circle: IV2020012410231093; square: IV2020012410375812
inbo	3026_1	38	18127	3026	N2000meetnet_Heide_BHM	3026	circle: IV2020011711012965; square: IV2020011711063610
inbo	76242_1	38	18127	76242	N2000meetnet_Heide_BHM	76242	circle: IV2020012416322552; square: IV2020012416330647
inbo	33502_1	38	18128	33502	N2000meetnet_Heide_BHM	33502	circle: IV2020012410572377; square: IV2020012411033347
inbo	734_1	38	18128	734	N2000meetnet_Heide_BHM	734	circle: IV2020011710281344; square: IV2020011710340726
inbo	35090_1	38	18129	35090	N2000meetnet_Heide_BHM	35090	circle: IV2020012411390969; square: IV2020012411395835
inbo	267190_1	39	18130	267190	N2000meetnet_Heide_BHM	267190	circle: IV2020012911201078; square: IV2020012911203928
inbo	279478_1	38	18130	279478	N2000meetnet_Heide_BHM	279478	circle: IV2020012911332597; square: IV2020012911342308
inbo	46006_2	39	18130	46006	N2000meetnet_Heide_BHM	46006	circle: IV2020012413384329; square: IV2020012413392331
inbo	492470_1	39	18130	492470	N2000meetnet_Heide_BHM	492470	circle: IV2020012911435425; square: IV2020012911474493
inbo	136402_1	39	18131	136402	N2000meetnet_Heide_BHM	136402	circle: IV2020012909572276; square: IV2020012911021126
inbo	218322_1	39	18131	218322	N2000meetnet_Heide_BHM	218322	circle: IV2020012911031651; square: IV2020012911103720
inbo	54482_1	39	18131	54482	N2000meetnet_Heide_BHM	54482	circle: IV2020012413464569; square: IV2020012414033673
inbo	87250_1	38	18131	87250	N2000meetnet_Heide_BHM	87250	circle: IV2020012814080569; square: IV2020012814172329
inbo	7929558_1	55	18134	7929558	NA	7929558	circle: IV2020021413283257; square: IV2020021413533466
inbo	43230_1	38	18141	43230	N2000meetnet_Heide_BHM	43230	circle: IV2020012412583890; square: IV2020012413090742
inbo	71902_1	38	18141	71902	N2000meetnet_Heide_BHM	71902	circle: IV2020012419082386; square: IV2020012419122924
inbo	92382_1	39	18141	92382	N2000meetnet_Heide_BHM	92382	circle: IV2020012815145023; square: IV2020012815254512
inbo	42934_1	39	18149	42934	N2000meetnet_Heide_BHM	42934	circle: IV2020012412465771; square: IV2020012412563523
inbo	22_1	15	18183	10082997	NA	10082997_2130_hd	circle: IV2020041014344316; square: IV2020041014580548
inbo	36_1	15	18183	10160821	NA	10160821_2130_hd	circle: IV2020041015003402; square: IV2020041015045733
inbo	63_1	12	18184	10342193	NA	10342193_2120	circle: IV2020031623314554; square: IV2020031623341355
inbo	54_1	15	18185	10288565	NA	10288565_2130_HD	circle: IV2020032507195059; square: IV2020032507272116
inbo	73_1	12	18185	10419637	NA	10419637_2120	circle: IV2020031721391174; square: IV2020031721445054
inbo	8_2	15	18185	1015221	NA	1015221_2130_hd	circle: IV2020041015331970; square: IV2020041015454515
inbo	81_1	15	18185	10547637	NA	10547637_2130_hd	circle: IV2020041015191572; square: IV2020041015251468
inbo	1_1	15	18186	103425	NA	103425_2130_hd	circle: IV2020032407405828; square: IV2020032407591177
inbo	2143233_2	10	18186	2143233	NA	2143233_1330_hpr	circle: IV2020041113414042; square: IV2020041115424322
inbo	33_1	15	18186	10157493	NA	10157493_2130_hd	circle: IV2020032407075640; square: IV2020032407141512
inbo	38_2	15	18186	10184117	NA	10184117_2130_HD	circle: IV2020032506172393; square: IV2020032506350318
inbo	4_2	12	18186	1009077	NA	1009077_2120	circle: IV2020031719500282; square: IV2020031719541234
inbo	60_1	12	18186	10323381	NA	10323381_2120	circle: IV2020031721263370; square: IV2020031721311008
inbo	75_2	12	18186	10462645	NA	10462645_2120	circle: IV2020031721123005; square: IV2020031721133100
inbo	21_2	15	18187	10082417	NA	10082417_2130_hd	circle: IV2020032606295641; square: IV2020032606512028
inbo	55_1	12	18187	10291313	NA	10291313_2120	circle: IV2020031719305514; square: IV2020031719352910
inbo	83_1	12	18187	10606705	NA	10606705_2120	circle: IV2020031718404748; square: IV2020031718454661
inbo	84_1	15	18187	10642869	NA	10642869_2130_hd	circle: IV2020041015550279; square: IV2020041016164636
inbo	88_2	12	18187	10672241	NA	10672241_2120	circle: IV2020031718111730; square: IV2020031718194416
inbo	27_2	12	18190	10129201	NA	10129201_2120	circle: IV2020031623083891; square: IV2020031623145130
inbo	37_1	15	18191	10172209	NA	10172209_2130_hd	circle: IV2020033015060990; square: IV2020040609463603
inbo	67_2	14	18191	10381105	NA	10381105_2130_had	circle: IV2020032507573897; square: IV2020032508043894
inbo	93_1	14	18191	10839857	NA	10839857_2130_had	circle: IV2020032507445260; square: IV2020032507521080
inbo	17_1	12	18192	10038833	NA	10038833_2120	circle: IV2020031619445734; square: IV2020031620082049
inbo	20_2	12	18192	10071601	NA	10071601_2120	circle: IV2020031619030019; square: IV2020031619093265
inbo	25_1	15	18192	10104625	NA	10104625_2130_hd	circle: IV2020040718225855; square: IV2020040718364614
inbo	34_2	15	18192	10157873	NA	10157873_2130_hd	circle: IV2020040609581482; square: IV2020040610071733
inbo	57_1	12	18192	10300977	NA	10300977_2120	circle: IV2020031606440525; square: IV2020031607083552
inbo	61_1	12	18192	10333745	NA	10333745_2120	circle: IV2020031007173720; square: IV2020031007315831
inbo	70_1	12	18192	10399281	NA	10399281_2120	circle: IV2020031607155535; square: IV2020031607261542
inbo	14_2	12	18193	10010417	NA	10010417_2120	circle: IV2020031622542410; square: IV2020031622591285
inbo	18_1	15	18193	10057905_2130_hd	NA	10057905_2130_hd	circle: IV2020040610425244; square: IV2020040710495029
inbo	46_1	15	18193	10221745	NA	10221745_2130_hd	circle: IV2020041012063369; square: IV2020041012121406
inbo	48_1	15	18193	10235441	NA	10235441_2130_hd	circle: IV2020040610220027; square: IV2020040610284725
inbo	49_1	12	18193	10239793	NA	10239793_2120	circle: IV2020031621012941; square: IV2020031621034487
inbo	90_1	15	18193	10778801	NA	10778801_2130_hd	circle: IV2020032508102596; square: IV2020032508164234
inbo	18_3	12	18194	10057905_2120	NA	10057905_2120	circle: IV2020031620255092; square: IV2020031620313711
inbo	43_1	15	18194	10213553	NA	10213553_2130_hd	circle: IV2020040710584322; square: IV2020040711103110
inbo	52_1	15	18194	10266801	NA	10266801_2130_hd	circle: IV2020032508252645; square: IV2020032508304942
inbo	6_1	15	18194	1013937_2130_hd	NA	1013937_2130_hd	circle: IV2020041011500716; square: IV2020041011550603
inbo	6_2	12	18194	1013937_2120	NA	1013937_2120	circle: IV2020031620141069; square: IV2020031620214528
inbo	11_2	12	18197	1047861	NA	1047861_2120	circle: IV2020032311244376; square: IV2020032311330161
inbo	23_2	15	18197	10102837	NA	10102837_2130_hd	circle: IV2020032606534681; square: IV2020032607052215
inbo	32_1	15	18197	10157365	NA	10157365_2130_hd	circle: IV2020033014401027; square: IV2020033015003401
inbo	65_2	12	18197	10353973	NA	10353973_2120	circle: IV2020032310484895; square: IV2020032310554905
inbo	78_2	12	18197	10517813	NA	10517813_2120	circle: IV2020032307593888; square: IV2020032308041552
inbo	1498805_2	10	18198	1498805	NA	1498805_1330_hpr	circle: IV2020041112405710; square: IV2020041112490749
inbo	1594037_1	10	18198	1594037	NA	1594037_1330_hpr	circle: IV2020041112571226; square: IV2020041113092546
inbo	2239241_1	10	18198	2239241	NA	2239241_1330_hpr	circle: IV2020041110291283; square: IV2020041110473755
inbo	2364085_2	10	18198	2364085	NA	2364085_1330_hpr	circle: IV2020041113212633; square: IV2020041113340690
inbo	12_2	12	18200	1053873	NA	1053873_2120	circle: IV2020031522020707; square: IV2020031522110295
inbo	2333697_2	10	18200	2333697	NA	2333697_1330_hpr	circle: IV2020041115493559; square: IV2020041116082534
inbo	29_2	12	18200	10138801	NA	10138801_2120	circle: IV2020031522375705; square: IV2020031522385208
inbo	47_2	12	18200	10233009	NA	10233009_2120	circle: IV2020031522224643; square: IV2020031522270466
inbo	58_2	15	18200	10314929	NA	10314929	circle: IV2020041012244148; square: IV2020041012315171
inbo	68_2	12	18200	10392753	NA	10392753_2120	circle: IV2020031521403397; square: IV2020031521461005
inbo	28_2	12	18204	10130609	NA	10130609_2120	circle: IV2020031521030647; square: IV2020031521074867
inbo	3_2	12	18204	103601	NA	103601_2120	circle: IV2020031521153338; square: IV2020031521211018
inbo	74_2	12	18204	10458289	NA	10458289_2120	circle: IV2020031519301833; square: IV2020031519312449
inbo	86_1	12	18204	10654897	NA	10654897_2120	circle: IV2020031413234346; square: IV2020031416051174
inbo	9_2	12	18204	1021105_2120	NA	1021105_2120	circle: IV2020031520475153; square: IV2020031520570307
inbo	2056822_2	82	18214	2056822	NA	2056822	circle: IV2020021210415831; square: IV2020021211170625
inbo	2130550_2	82	18214	2130550	NA	2130550	circle: IV2020021211314188; square: IV2020021211431471
inbo	2318966_1	82	18214	2318966	NA	2318966	circle: IV2020020718203772; square: IV2020021210331572
inbo	41814_2	63	18395	41814	N2000_6510_droogte	41814	circle: IV2022062816082175; square: IV2022062816130198
inbo	63270_2	63	18395	63270	N2000_6510_droogte	63270	circle: IV2022052516423918; square: IV2022052516445098
inbo	127218_2	63	18397	127218	N2000_6510_droogte	127218	circle: IV2022052511273430; square: IV2022052511293970
inbo	556006_2	63	18397	556006	N2000_6510_droogte	556006	circle: IV2022062815583898; square: IV2022062816010014
inbo	659794_2	63	18397	659794	N2000_6510_droogte	659794	circle: IV2022052511373401; square: IV2022052511395977
inbo	676914_2	63	18397	676914	N2000_6510_droogte	676914	circle: IV2022052513564678; square: IV2022052514013360
anb	1185042_1	63	18400	1185042	anb_c1	NA	NA
anb	12457234_1	66	18400	12457234	anb_c1	NA	NA
anb	5313810_1	66	18401	5313810	anb_c1	NA	NA
anb	6165778_1	66	18401	6165778	anb_c1	NA	NA
inbo	18546_2	63	18402	18546	N2000_6510_droogte	18546	circle: IV2021110917122240; square: IV2021110917154384
inbo	386674_2	63	18402	386674	N2000_6510_droogte	386674	circle: IV2022052413502874; square: IV2022052413535882
inbo	79986_2	63	18402	79986	N2000_6510_droogte	79986	circle: IV2022052412304812; square: IV2022052413334534
inbo	162790_2	63	18403	162790	N2000_6510_droogte	162790	circle: IV2022062811530121; square: IV2022062811562012
inbo	20217_1	63	18403	20217	N2000_6510_droogte	20217	circle: IV2022062815105803; square: IV2022062815124587
inbo	409654_2	63	18403	409654	N2000_6510_droogte	409654	circle: IV2022062815251419; square: IV2022062815274151
inbo	528582_2	63	18403	528582	N2000_6510_droogte	528582	circle: IV2022062815370433; square: IV2022062815393838
anb	3153026_1	65	18404	3153026	anb_c1	NA	NA
anb	1018841_2	63	18408	1018841	anb_c1	NA	NA
anb	11343122_1	66	18408	11343122	anb_c1	NA	NA
anb	1535001_2	63	18408	1535001	anb_c1	NA	NA
anb	2911526_2	66	18408	2911526	anb_c1	NA	NA
anb	9508114_1	66	18408	9508114	anb_c1	NA	NA
anb	1062514_1	63	18409	1062514	anb_c1	NA	NA
anb	1068793_1	63	18409	1068793	anb_c1	NA	NA
anb	2201202_2	65	18409	2201202	anb_c1	NA	NA
inbo	243846_2	63	18409	243846	N2000_6510_droogte	243846	circle: IV2022062812094917; square: IV2022062812122000
inbo	258390_1	63	18409	258390	N2000_6510_droogte	258390	circle: IV2022062814314265; square: IV2022062814340518
anb	4330770_1	66	18409	4330770	anb_c1	NA	NA
inbo	589110_2	63	18409	589110	N2000_6510_droogte	589110	circle: IV2022062816222575; square: IV2022062816265762
anb	9245970_2	66	18409	9245970	anb_c1	NA	NA
anb	1390706_2	63	18410	1390706	anb_c1	NA	NA
anb	3132850_1	65	18410	3132850	anb_c1	NA	NA
anb	998709_1	63	18411	998709	anb_c1	NA	NA
anb	3077777_1	64	18415	3077777	anb_c1	NA	NA
anb	3173042_1	65	18415	3173042	anb_c1	NA	NA
anb	236657_2	63	18417	236657	anb_c1	NA	NA
anb	2891673_2	64	18418	2891673	anb_c1	NA	NA
inbo	20657_1	15	18429	wz_10	NA	wz_10	circle: IV2021011112005621; square: IV2021011112113548
inbo	1375541_1	23	18444	1375541	NA	1375541	circle: IV2021011114133629; square: IV2021011114203839
inbo	326965_3	22	18444	326965	NA	326965	circle: IV2021011113353756; square: IV2021011113420517
inbo	121525_2	12	18445	121525	NA	121525	circle: IV2021011211410717; square: IV2021011211462831
inbo	3026229_2	23	18445	3026229	NA	3026229	circle: IV2021011210111773; square: IV2021011210164709
inbo	388405_1	17	18445	388405	NA	388405	circle: IV2021011122432466; square: IV2021011122484812
inbo	912693_1	22	18445	zw_02	NA	zw_02	circle: IV2021011121021872; square: IV2021011122264803
inbo	23221_2	15	18446	23221	NA	23221	circle: IV2021011211541635; square: IV2021011211591816
inbo	3168949_1	23	18446	3168949	NA	3168949	circle: IV2021011213305234; square: IV2021011213354985
inbo	32053_2	17	18449	32053	NA	32053	circle: IV2021011216211239; square: IV2021011216244401
inbo	556341_1	17	18449	556341	NA	556341	circle: IV2021011213483112; square: IV2021011213510362
inbo	425269_1	12	18450	425269	NA	425269	circle: IV2021011309125223; square: IV2021011309183055
inbo	192305_1	17	18451	ty_01	NA	ty_01	circle: IV2021011309484294; square: IV2021011309504788
inbo	3141425_1	15	18451	3141425	NA	3141425	circle: IV2021011309283422; square: IV2021011309304029
inbo	3796785_1	22	18451	3796785	NA	3796785	circle: IV2021011310273149; square: IV2021011310410273
inbo	143797_1	12	18452	143797	NA	143797	circle: IV2021011312123392; square: IV2021011312154589
inbo	196021_1	12	18452	196021	NA	196021	circle: IV2021011313511379; square: IV2021011314105671
inbo	2080902_1	50	18452	2080902	NA	2080902	circle: IV2020092113420530; square: IV2020092116020052
inbo	2645158_2	80	18452	2645158	NA	2645158	circle: IV2020092113020783; square: IV2020092113240774
inbo	3192390_2	80	18452	3192390	NA	3192390	circle: IV2020092110495236; square: IV2020092111163246
inbo	61877_2	12	18452	61877	NA	61877	circle: IV2021011311172856; square: IV2021011311205751
inbo	64949_2	17	18452	64949	NA	64949	circle: IV2021011312210575; square: IV2021011312254296
inbo	2161_1	15	18453	2161	NA	2161	circle: IV2021011320130918; square: IV2021011320162379
inbo	51313_1	12	18453	51313	NA	51313	circle: IV2021011317421312; square: IV2021011317445965
inbo	67697_1	17	18453	67697	NA	67697	circle: IV2021011317581609; square: IV2021011318514943
inbo	3534133_2	23	18454	zw_08	NA	zw_08	circle: IV2021011321100760; square: IV2021011321124506
inbo	110705_1	12	18457	110705	NA	110705	circle: IV2021011321424591; square: IV2021011321462517
inbo	120945_1	12	18457	120945	NA	120945	circle: IV2021011321285193; square: IV2021011321315520
inbo	192625_1	12	18457	192625	NA	192625	circle: IV2021011321523331; square: IV2021011321561657
inbo	64949_1	17	18457	bd_13	NA	bd_13	circle: IV2021011409405597; square: IV2021011409434206
inbo	110385_1	17	18458	110385	NA	110385	circle: IV2021011409540831; square: IV2021011411424030
inbo	1371953_1	23	18458	1371953	NA	1371953	circle: IV2021011411563611; square: IV2021011412380930
inbo	1421105_1	22	18458	1421105	NA	1421105	circle: IV2021011414082974; square: IV2021011414113050
inbo	1826514_1	50	18458	1826514	NA	1826514	circle: IV2020121514561916; square: IV2020121615412279
inbo	1945393_1	22	18458	1945393	NA	1945393	circle: IV2021011415163965; square: IV2021011415190633
inbo	2420529_1	22	18458	2420529	NA	2420529	circle: IV2021011413392661; square: IV2021011413414322
inbo	1040561_1	14	18459	ca_11	NA	ca_11	circle: IV2021011420521383; square: IV2021011420541030
inbo	3358866_2	80	18459	3358866	NA	3358866	circle: IV2020122311450566; square: IV2020122313070514
inbo	385201_2	14	18459	385201	NA	385201	circle: IV2021011417560923; square: IV2021011417592603
inbo	57521_1	14	18459	ca_13	NA	ca_13	circle: IV2021011421011981; square: IV2021011421031696
inbo	581809_1	14	18459	ca_10	NA	ca_10	circle: IV2021011415473427; square: IV2021011415502665
inbo	843953_1	14	18459	ca_09	NA	ca_09	circle: IV2021011421115160; square: IV2021011421142186
