"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2017020814143501";"N2000meetnet_Moerassen";"rbbmr";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017021712211026";"N2000meetnet_Moerassen";"rbbmr";"N2k";"Habitatsleutel v5";NA;"29"
"IV2017021511480087";"N2000meetnet_Moerassen";"0";"N2k";"Habitatsleutel v5";NA;"17"
"IV2017020814143501";"N2000meetnet_Moerassen";"6410_ve";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017012612213288";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"70"
"IV2017012613110316";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020318100730";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"68"
"IV2017020318234508";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020318315989";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"33"
"IV2017020318480754";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022111075784";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022111183354";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022111173825";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022111070389";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021712570028";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021713122588";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021716250537";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021716440979";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021716580390";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"69"
"IV2017021717285026";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021710141595";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"87"
"IV2017021710262223";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021710412000";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021710534965";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021712024375";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"81"
"IV2017021712152647";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021514080638";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021514480221";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021515354295";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021515505552";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021515592266";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021516075256";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021513022196";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021513104974";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021513174412";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021513305863";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021513460105";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021513582966";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020713102084";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020714540212";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020813265807";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020813570832";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020814143501";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017020814462786";"N2000meetnet_Moerassen";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018022813474152";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"46"
"IV2018030514502970";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"17"
"IV2017120111560343";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"21"
"IV2017120114521398";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"40"
"IV2018030414484080";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"38"
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"5"
"IV2017120107565546";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"29"
"IV2017120108515000";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"5"
"IV2018030221003731";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"53"
"IV2018082407540429";"N2000meetnet_Grasland_BHM";"0";"BWK";"Ecotoop2001";"niet genoteerd";"10"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"ah";"BWK";"Ecotoop2001";"min of meer brakke plas";NA
"IV2019010312332852";"N2000meetnet_Grasland_BHM";"ah";"BWK";"Ecotoop2001";"min of meer brakke plas";"27"
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"ah";"BWK";"Ecotoop2001";"min of meer brakke plas";NA
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"ao";"BWK";"Ecotoop2001";"oligotroof tot mesotroof water";"15"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";NA
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";NA
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"aom-";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"5"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"c";"BWK";"Ecotoop2001";"heiden";NA
"IV2018121811574327";"N2000meetnet_Grasland_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";NA
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"cg";"BWK";"Ecotoop2001";"droge struikheidevegetatie";"50"
"IV2018121811574327";"N2000meetnet_Grasland_BHM";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";NA
"IV2019030507344542";"N2000meetnet_Grasland_BHM";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";"78"
"IV2017120107565546";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"71"
"IV2017120108115051";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2017120108515000";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"95"
"IV2017120109032402";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2017120109300668";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"39"
"IV2017120111004036";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019011412165950";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";NA
"IV2019011413085987";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019011414090895";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"77"
"IV2019011414294981";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"50"
"IV2019011415092985";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"15"
"IV2019010314495413";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010314572854";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010315090270";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010315193502";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"98"
"IV2019010315285888";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010313212559";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010313395896";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";NA
"IV2019010314210644";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"48"
"IV2019010314325267";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010311595752";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"42"
"IV2019010312172058";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010312332852";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"73"
"IV2019010312395304";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010312545285";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2019010313083140";"N2000meetnet_Grasland_BHM";"da";"BWK";"Ecotoop2001";"schorre";"100"
"IV2017112912245580";"N2000meetnet_Grasland_BHM";"gml";"BWK";"Ecotoop2001";"gemengd loofhout";"26"
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"gml";"BWK";"Ecotoop2001";"gemengd loofhout";NA
"IV2018030715412818";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"28"
"IV2018030715551163";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019020716030884";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019020808585406";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"99"
"IV2019020809404178";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022714231094";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022714374375";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022714453255";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022714594591";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022715014341";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022715135992";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020021916160633";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020021916204322";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022017031551";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022017152138";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022714040075";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2020022713561914";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019020809510944";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"10"
"IV2019030509590498";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"50"
"IV2019030512211555";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019030512341370";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019031108122062";"N2000meetnet_Grasland_BHM";"ha";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2018030715412818";"N2000meetnet_Grasland_BHM";"ha-";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"72"
"IV2018121815134218";"N2000meetnet_Grasland_BHM";"ha+";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2018121815460288";"N2000meetnet_Grasland_BHM";"ha+";"BWK";"Ecotoop2001";"struisgrasvegetatie op zure bodem  ";"100"
"IV2019010309035047";"N2000meetnet_Grasland_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"17"
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";NA
"IV2019010215101106";"N2000meetnet_Grasland_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"29"
"IV2017120114192219";"N2000meetnet_Grasland_BHM";"hj";"BWK";"Ecotoop2001";"vochtig, licht bemest grasland gedomineerd door russen";"20"
"IV2020021413283257";"N2000meetnet_Grasland_BHM";"hj";"BWK";"Ecotoop2001";"vochtig, licht bemest grasland gedomineerd door russen";"5"
"IV2018030610544440";"N2000meetnet_Grasland_BHM";"hm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"80"
"IV2018030613174547";"N2000meetnet_Grasland_BHM";"hm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"100"
"IV2019021912262072";"N2000meetnet_Grasland_BHM";"hm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"100"
"IV2019021912454923";"N2000meetnet_Grasland_BHM";"hm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"100"
"IV2019010218580676";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"76"
"IV2019010219091816";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"100"
"IV2019012515324710";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"100"
"IV2019012515495181";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";NA
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"20"
"IV2019021909560725";"N2000meetnet_Grasland_BHM";"hm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland";"30"
"IV2017112915064012";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2017112915243954";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2017113008452613";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"60"
"IV2017113010102631";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2017113011505228";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2017120114521398";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"60"
"IV2020021413575834";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019020910455730";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"71"
"IV2019020910570357";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"10"
"IV2019010215472640";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019010309035047";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"83"
"IV2019010309225163";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"62"
"IV2019010309483876";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2018030714024007";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2018030714233862";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019010208003898";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019010208185391";"N2000meetnet_Grasland_BHM";"hme";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019012511170725";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019022114385849";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019022114510668";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2019012509053642";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2018030614095561";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2018030614122464";"N2000meetnet_Grasland_BHM";"hme-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"100"
"IV2017113010285455";"N2000meetnet_Grasland_BHM";"hme+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"64"
"IV2019010215101106";"N2000meetnet_Grasland_BHM";"hme+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - eutroof type, basiclien ";"71"
"IV2017120111214650";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2017120111463956";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"60"
"IV2018030510512619";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2020021414132240";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019021914494248";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019022610090643";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"84"
"IV2019022612014191";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"30"
"IV2020021413283257";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"95"
"IV2020021413533466";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"40"
"IV2019021809433664";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";NA
"IV2019021914301511";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"86"
"IV2018082407540429";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"90"
"IV2018082408442571";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019020609412094";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2019020612275238";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2019020612581446";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2019020613402086";"N2000meetnet_Grasland_BHM";"hmm";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2018030711143521";"N2000meetnet_Grasland_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2018030711265492";"N2000meetnet_Grasland_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019020714420536";"N2000meetnet_Grasland_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"89"
"IV2019020715455743";"N2000meetnet_Grasland_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2019021811453524";"N2000meetnet_Grasland_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";NA
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"40"
"IV2017112908460816";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017112914094613";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"80"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"15"
"IV2019022510115965";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"86"
"IV2019022510234996";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019022514042696";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"76"
"IV2019022514294786";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"70"
"IV2019022010492413";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019022011472738";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
