"recording_givid";"user_reference";"location_code";"latitude";"longitude";"area";"survey_id";"name";"needs_work";"description";"vague_date_type";"vague_date_begin";"vague_date_end";"ID"
"IV2014100611504108";"LDL95/147";"Groot Schoor van Grembergen (Schelde)";500;500;"225";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ147"
"IV2014100612044593";"LDL95/148";"Groot Schoor van Grembergen (Schelde)";500;500;"63";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ148"
"IV2014100615372310";"LDL95/149";"Schor aan Durmemonding (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-29";"1995-09-29";"ZSCPQ149"
"IV2014100615524675";"LDL95/150";"Schor aan Durmemonding (Schelde)";500;500;"169";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-29";"1995-09-29";"ZSCPQ150"
"IV2014100616071246";"LDL95/151";"De Fles (Schelde)";500;500;"221";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-02";"1995-10-02";"ZSCPQ151"
"IV2014100616283664";"LDL95/152";"De Fles (Schelde)";500;500;"130";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-02";"1995-10-02";"ZSCPQ152"
"IV2014100616415137";"LDL95/153";"De Fles (Schelde)";500;500;"160";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-02";"1995-10-02";"ZSCPQ153"
"IV2014100708534297";"LDL95/154";"Groot Schoor van Hamme (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-02";"1995-10-02";"ZSCPQ154"
"IV2014100709100876";"LDL95/156";"Groot Schoor van Hamme (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-03";"1995-10-03";"ZSCPQ156"
"IV2014100709220314";"LDL95/2";"Schor bij Bath";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-19";"1995-08-19";"ZSCPQ002"
"IV2014100709483940";"LDL95/3";"Groot Buitenschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-19";"1995-08-19";"ZSCPQ003"
"IV2014100709550490";"LDL95/4";"Verdronken Land van Saeftinge";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ004"
"IV2014100713324336";"LDL95/5";"Schor van Ouden Doel Z  (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ005"
"IV2014100713373154";"LDL95/6";"Schor van Ouden Doel Z  (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ006"
"IV2014100713420044";"LDL95/7";"Galgenschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ007"
"IV2014100713481733";"LDL95/8";"Galgenschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ008"
"IV2014100713541953";"LDL95/9";"Fort Liefkenshoek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-20";"1995-08-20";"ZSCPQ009"
"IV2014100713572342";"LDL95/10";"Cauwelaertsluis (Antwerpen)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ010"
"IV2014100714022262";"LDL95/11";"Oosterweel (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ011"
"IV2014100714095317";"LDL95/12";"St-Annastrand (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-15";"1995-08-15";"ZSCPQ012"
"IV2014100714140516";"LDL95/13";"Schor voor Galgenweel (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-15";"1995-08-15";"ZSCPQ013"
"IV2014100714343363";"LDL95/14";"KBR schor ten N van Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ014"
"IV2014100715001070";"LDL95/15";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ015"
"IV2014100715111359";"LDL95/16";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-13";"1995-08-13";"ZSCPQ016"
"IV2014100715194505";"LDL95/17";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ017"
"IV2014100715252125";"LDL95/18";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-12";"1995-08-12";"ZSCPQ018"
"IV2014100715331484";"LDL95/19";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ019"
"IV2014100715374492";"LDL95/20";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ020"
"IV2014100909003538";"LDL95/21";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-12";"1995-08-12";"ZSCPQ021"
"IV2014100909121196";"LDL95/22";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-12";"1995-08-12";"ZSCPQ022"
"IV2014100909303582";"LDL95/23";"Kijkverdriet (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-13";"1995-08-13";"ZSCPQ023"
"IV2014100909352638";"LDL95/24";"Kijkverdriet (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-13";"1995-08-13";"ZSCPQ024"
"IV2014100909441488";"LDL95/25";"Kijkverdriet (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-13";"1995-08-13";"ZSCPQ025"
"IV2014100909585025";"LDL95/26";"Temsebrug (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ026"
"IV2014100910115536";"LDL95/27";"Schor aan Durmemonding (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ027"
"IV2014100910154971";"LDL95/28";"Schor aan Durmemonding (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ028"
"IV2014100910214525";"LDL95/29";"Schor aan Durmemonding (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ029"
"IV2014100910335405";"LDL95/30";"Schor bij Gespoelde put (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-08";"1995-08-08";"ZSCPQ030"
"IV2014100910362129";"LDL95/31";"Schor bij Gespoelde put (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-08";"1995-08-08";"ZSCPQ031"
"IV2014100910495150";"LDL95/32";"St-Amandsschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-08";"1995-08-08";"ZSCPQ032"
"IV2014100910541547";"LDL95/33";"Groot Schoor van Hamme (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ033"
"IV2014100911044028";"LDL95/34";"Schor voor Zimmermanpolder Bath NL (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-19";"1995-08-19";"ZSCPQ034"
"IV2014100911095536";"LDL95/35";"Schor van Vlassenbroek O (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-07";"1995-08-07";"ZSCPQ035"
"IV2014100911143543";"LDL95/36";"Schor van Vlassenbroek W (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-07";"1995-08-07";"ZSCPQ036"
"IV2014100911205725";"LDL95/37";"Schor van Vlassenbroek W (Schelde)";500;500;"100";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-04";"1995-08-04";"ZSCPQ037"
"IV2014100911255514";"LDL95/38";"Schor van Vlassenbroek W (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-04";"1995-08-04";"ZSCPQ038"
"IV2014100911350488";"LDL95/39";"Cramp (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-07";"1995-08-07";"ZSCPQ039"
"IV2014100911392352";"LDL95/40";"Nieuw schor van Appels (Schelde)";500;500;"100";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ040"
"IV2014100911455681";"LDL95/41";"Nieuw schor van Appels (Schelde)";500;500;"100";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ041"
"IV2014100911521360";"LDL95/42";"Scheldeschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ042"
"IV2014100911572888";"LDL95/43";"Brede Schoren (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ043"
"IV2014101308454110";"LDL95/44";"Konkelschoor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ044"
"IV2014101308524524";"LDL95/45";"Schor bij Heusden (Schelde)";500;500;"100";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-20";"1995-08-20";"ZSCPQ045"
"IV2014101309001483";"LDL95/47";"Rietsnijderij (Durme)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-05";"1995-08-05";"ZSCPQ047"
"IV2014101309093604";"LDL95/48";"Rietsnijderij (Durme)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ048"
"IV2014101309154309";"LDL95/49";"Bunt (Durme)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ049"
"IV2014101309271220";"LDL95/50";"Schor bij Niel (Rupel4)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ050"
"IV2014101309393797";"LDL95/51";"Verdronken Land van Saeftinge, Emmadorp, NL.";500;500;"100";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-24";"1995-08-24";"ZSCPQ051"
"IV2014101309462686";"LDL95/157";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ157"
"IV2014101309520749";"LDL95/158";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ158"
"IV2014101309560024";"LDL95/159";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ159"
"IV2014101310092570";"LDL95/160";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ160"
"IV2014101310155122";"LDL95/161";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ161"
"IV2014101310230565";"LDL95/162";"Schor van Ouden Doel Z  (Schelde)";500;500;"20";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ162"
"IV2014101310354502";"LDL95/163";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ163"
"IV2014101310420510";"LDL95/164";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ164"
"IV2014101310482232";"LDL95/165";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-04";"1995-10-04";"ZSCPQ165"
"IV2014101310535677";"LDL95/166";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ166"
"IV2014101311042731";"LDL95/167";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ167"
"IV2014101311101423";"LDL95/168";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ168"
"IV2014101311141562";"LDL95/169";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ169"
"IV2014101311204876";"LDL95/170";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ170"
"IV2014101311242728";"LDL95/171";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ171"
"IV2014101311295712";"LDL95/172";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ172"
"IV2014101311375311";"LDL95/173";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ173"
"IV2014101311500760";"LDL95/174";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ174"
"IV2014101311570235";"LDL95/175";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-05";"1995-10-05";"ZSCPQ175"
"IV2014101312091315";"LDL95/176";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ176"
"IV2014101313400263";"LDL95/177";"Schor van Ouden Doel N  (Schelde)";500;500;"3";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ177"
"IV2014101313450186";"LDL95/178";"Schor van Ouden Doel N  (Schelde)";500;500;"4";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ178"
"IV2014101313542398";"LDL95/179";"Schor van Ouden Doel N  (Schelde)";500;500;"4";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ179"
"IV2014101313590723";"LDL95/180";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ180"
"IV2014101314090977";"LDL95/181";"Schor van Ouden Doel N  (Schelde)";500;500;"6.25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ181"
"IV2014101314161906";"LDL95/182";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ182"
"IV2014101314244127";"LDL95/183";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-06";"1995-10-06";"ZSCPQ183"
"IV2014101314403398";"LDL95/184";"Galgenschoor (Schelde)";500;500;"5.25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ184"
"IV2014101314483585";"LDL95/185";"Galgenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ185"
"IV2014101315031728";"LDL95/186";"Galgenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ186"
"IV2014101315095027";"LDL95/187";"Galgenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ187"
"IV2014101315221470";"LDL95/188";"Galgenschoor (Schelde)";500;500;"6";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ188"
"IV2014101315294142";"LDL95/189";"Galgenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ189"
"IV2014101315323789";"LDL95/190";"Galgenschoor (Schelde)";500;500;"6.25";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ190"
"IV2014101315393892";"LDL95/191";"Galgenschoor (Schelde)";500;500;"6";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-09";"1995-10-09";"ZSCPQ191"
"IV2014101315450322";"LDL95/192";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ192"
"IV2014101315492411";"LDL95/193";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ193"
"IV2014101315545123";"LDL95/194";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ194"
"IV2014101315581831";"LDL95/195";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ195"
"IV2014101316021339";"LDL95/196";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ196"
"IV2014101316053223";"LDL95/197";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ197"
"IV2014101316104545";"LDL95/198";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ198"
"IV2014101316163836";"LDL95/199";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-10";"1995-10-10";"ZSCPQ199"
"IV2014101316210292";"LDL95/200";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ200"
"IV2014101316244338";"LDL95/201";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ201"
"IV2014101316284644";"LDL95/202";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ202"
"IV2014101316312845";"LDL95/203";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ203"
"IV2014101316384449";"LDL95/204";"Groot Buitenschoor (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ204"
"IV2014101316405446";"LDL95/205";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";1;"Londo (1) volledig";"D";"1995-10-13";"1995-10-13";"ZSCPQ205"
"IV2016082611555222";"BV16/006";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ289"
"IV2016082612180319";"BV16/007";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ288"
"IV2016082612202151";"BV16/008";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ286"
"IV2016082612300112";"BV16/009";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ287"
"IV2016082613501141";"BV16/010";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ290"
"IV2016082614071524";"BV16/011";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ291"
"IV2016082614191885";"BV16/012";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ292"
"IV2016082614393858";"BV16/013";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-24";"2016-08-24";"ZSCPQ293"
"IV2016082614462801";"BV16/014";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ294"
"IV2016082615070393";"BV16/015";"Heusden LO (NOP) (Schelde)";500;500;"8.75";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ295"
"IV2016082615211853";"BV16/016";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ296"
"IV2016082615224595";"BV16/017";"Heusden LO (NOP) (Schelde)";500;500;"64";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ297"
"IV2016082615321018";"BV16/018";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ298"
"IV2016082615412703";"BV16/019";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ299"
"IV2016082615420145";"BV16/020";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ300"
"IV2016082615482072";"BV16/021";"Heusden LO (NOP) (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"2016-08-25";"2016-08-25";"ZSCPQ301"
"IV2016112914291503";"BV16/022";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ260"
"IV2016112914553650";"BV16/023";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ261"
"IV2016112914593182";"BV16/024";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ262"
"IV2016112915051931";"BV16/025";"Paddebeek (NOP) (Schelde)";500;500;"7.5";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ263"
"IV2016112915224763";"BV16/026";"Paddebeek (NOP) (Schelde)";500;500;"7.5";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ268"
"IV2016112915271030";"BV16/027";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ267"
"IV2016112915314848";"BV16/028";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ266"
"IV2016112915372578";"BV16/029";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ265"
"IV2016112915500077";"BV16/030";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ264"
"IV2016112916065444";"BV16/031";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ271"
"IV2016112916221016";"BV16/032";"Paddebeek (NOP) (Schelde)";500;500;"7.5";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ272"
"IV2016112916360396";"BV16/033";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ270"
"IV2016112916493163";"BV16/034";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-09-02";"2016-09-02";"ZSCPQ269"
"IV2016120512033460";"BV16/035";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ222"
"IV2016120512253758";"BV16/036";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ223"
"IV2016120513550192";"BV16/037";"Ketenissepolder N (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ224"
"IV2016120513593673";"BV16/038";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ225"
"IV2016120514025089";"BV16/039";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ226"
"IV2016120516150711";"BV16/040";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ227"
"IV2016121209184714";"BV16/041";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ228"
"IV2016121209224823";"BV16/042";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-07";"2016-10-07";"ZSCPQ229"
"IV2016121209285905";"BV16/043";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ230"
"IV2016121209533523";"BV16/044";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ231"
"IV2016121210005704";"BV16/045";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ232"
"IV2016121210065502";"BV16/046";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ233"
