"recording_givid";"location_code";"layer_code";"cover_code"
"IV2013112714331913";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"100"
"IV2013112714331913";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"60"
"IV2013112714331913";"KBR schor ten N van Barbierbeek (Schelde)";"TOT";"100"
"IV2013112714354557";"Paardeschor (NOP) (Schelde)";"KH";"90"
"IV2013112714354557";"Paardeschor (NOP) (Schelde)";"STR";"50"
"IV2013112714354557";"Paardeschor (NOP) (Schelde)";"TOT";"95"
"IV2013112714384332";"Paardeschor (NOP) (Schelde)";"KH";"4"
"IV2013112714384332";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2013112714384332";"Paardeschor (NOP) (Schelde)";"TOT";"4"
"IV2013112714403448";"Paardeschor (NOP) (Schelde)";"KH";"90"
"IV2013112714403448";"Paardeschor (NOP) (Schelde)";"STR";"30"
"IV2013112714403448";"Paardeschor (NOP) (Schelde)";"TOT";"95"
"IV2013112714513426";"Paardeschor (NOP) (Schelde)";"KH";"2"
"IV2013112714513426";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2013112714513426";"Paardeschor (NOP) (Schelde)";"TOT";"2"
"IV2013112714553235";"Paardeschor (NOP) (Schelde)";"KH";"95"
"IV2013112714553235";"Paardeschor (NOP) (Schelde)";"STR";"70"
"IV2013112714553235";"Paardeschor (NOP) (Schelde)";"TOT";"100"
"IV2013112714593329";"Paardeschor (NOP) (Schelde)";"KH";"70"
"IV2013112714593329";"Paardeschor (NOP) (Schelde)";"STR";"30"
"IV2013112714593329";"Paardeschor (NOP) (Schelde)";"TOT";"85"
"IV2013112715024820";"Paardeschor (NOP) (Schelde)";"KH";"60"
"IV2013112715024820";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2013112715024820";"Paardeschor (NOP) (Schelde)";"TOT";"60"
"IV2013112715041216";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2013112715041216";"Paardeschor (NOP) (Schelde)";"TOT";"1"
"IV2014011314391446";"Paardeschor (NOP) (Schelde)";"AL";"1"
"IV2014011314391446";"Paardeschor (NOP) (Schelde)";"KH";"15"
"IV2014011314391446";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2014011314391446";"Paardeschor (NOP) (Schelde)";"TOT";"15"
"IV2014011314452030";"Paardeschor (NOP) (Schelde)";"KH";"99"
"IV2014011314452030";"Paardeschor (NOP) (Schelde)";"STR";"90"
"IV2014011314452030";"Paardeschor (NOP) (Schelde)";"TOT";"100"
"IV2014011314475087";"Paardeschor (NOP) (Schelde)";"KH";"75"
"IV2014011314475087";"Paardeschor (NOP) (Schelde)";"STR";"40"
"IV2014011314475087";"Paardeschor (NOP) (Schelde)";"TOT";"95"
"IV2014011314530019";"Paardeschor (NOP) (Schelde)";"AL";"1"
"IV2014011314530019";"Paardeschor (NOP) (Schelde)";"KH";"20"
"IV2014011314530019";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2014011314530019";"Paardeschor (NOP) (Schelde)";"TOT";"20"
"IV2014011315021084";"Paardeschor (NOP) (Schelde)";"AL";"20"
"IV2014011315021084";"Paardeschor (NOP) (Schelde)";"KH";"1"
"IV2014011315021084";"Paardeschor (NOP) (Schelde)";"STR";"1"
"IV2014011315021084";"Paardeschor (NOP) (Schelde)";"TOT";"20"
"IV2014011315053247";"Paardeschor (NOP) (Schelde)";"KH";"85"
"IV2014011315053247";"Paardeschor (NOP) (Schelde)";"STR";"60"
"IV2014011315053247";"Paardeschor (NOP) (Schelde)";"TOT";"99"
"IV2014011315360763";"Ketenissepolder N (NOP) (Schelde)";"KH";"99"
"IV2014011315360763";"Ketenissepolder N (NOP) (Schelde)";"STR";"10"
"IV2014011315360763";"Ketenissepolder N (NOP) (Schelde)";"TOT";"99"
"IV2014011315372289";"Ketenissepolder N (NOP) (Schelde)";"AL";"1"
"IV2014011315372289";"Ketenissepolder N (NOP) (Schelde)";"TOT";"1"
"IV2014011315384726";"Ketenissepolder N (NOP) (Schelde)";"AL";"2"
"IV2014011315384726";"Ketenissepolder N (NOP) (Schelde)";"TOT";"2"
"IV2014011315404492";"Ketenissepolder N (NOP) (Schelde)";"AL";"30"
"IV2014011315404492";"Ketenissepolder N (NOP) (Schelde)";"KH";"4"
"IV2014011315404492";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011315404492";"Ketenissepolder N (NOP) (Schelde)";"TOT";"35"
"IV2014011315422151";"Ketenissepolder N (NOP) (Schelde)";"AL";"2"
"IV2014011315422151";"Ketenissepolder N (NOP) (Schelde)";"TOT";"2"
"IV2014011315450812";"Ketenissepolder N (NOP) (Schelde)";"KH";"3"
"IV2014011315450812";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011315450812";"Ketenissepolder N (NOP) (Schelde)";"TOT";"3"
"IV2014011315462331";"Ketenissepolder N (NOP) (Schelde)";"AL";"2"
"IV2014011315462331";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011315462331";"Ketenissepolder N (NOP) (Schelde)";"TOT";"2"
"IV2014011315505423";"Ketenissepolder N (NOP) (Schelde)";"KH";"80"
"IV2014011315505423";"Ketenissepolder N (NOP) (Schelde)";"STR";"60"
"IV2014011315505423";"Ketenissepolder N (NOP) (Schelde)";"TOT";"99"
"IV2014011315521025";"Ketenissepolder N (NOP) (Schelde)";"AL";"5"
"IV2014011315521025";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011315521025";"Ketenissepolder N (NOP) (Schelde)";"TOT";"5"
"IV2014011315563664";"Ketenissepolder N (NOP) (Schelde)";"BH";"2"
"IV2014011315563664";"Ketenissepolder N (NOP) (Schelde)";"KH";"90"
"IV2014011315563664";"Ketenissepolder N (NOP) (Schelde)";"STR";"50"
"IV2014011315563664";"Ketenissepolder N (NOP) (Schelde)";"TOT";"99"
"IV2014011316053103";"Ketenissepolder N (NOP) (Schelde)";"AL";"10"
"IV2014011316053103";"Ketenissepolder N (NOP) (Schelde)";"KH";"80"
"IV2014011316053103";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011316053103";"Ketenissepolder N (NOP) (Schelde)";"TOT";"95"
"IV2014011316064931";"Ketenissepolder N (NOP) (Schelde)";"AL";"13"
"IV2014011316064931";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011316064931";"Ketenissepolder N (NOP) (Schelde)";"TOT";"13"
"IV2014011316074877";"Ketenissepolder N (NOP) (Schelde)";"AL";"1"
"IV2014011316074877";"Ketenissepolder N (NOP) (Schelde)";"TOT";"1"
"IV2014011316090521";"Ketenissepolder N (NOP) (Schelde)";"AL";"40"
"IV2014011316090521";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011316090521";"Ketenissepolder N (NOP) (Schelde)";"TOT";"40"
"IV2014011316101134";"Ketenissepolder N (NOP) (Schelde)";"AL";"40"
"IV2014011316101134";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011316101134";"Ketenissepolder N (NOP) (Schelde)";"TOT";"40"
"IV2014011316111663";"Ketenissepolder N (NOP) (Schelde)";"AL";"1"
"IV2014011316111663";"Ketenissepolder N (NOP) (Schelde)";"STR";"1"
"IV2014011316111663";"Ketenissepolder N (NOP) (Schelde)";"TOT";"1"
"IV2014011316134838";"Ketenissepolder Z (NOP) (Schelde)";"KH";"95"
"IV2014011316134838";"Ketenissepolder Z (NOP) (Schelde)";"STR";"70"
"IV2014011316134838";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"100"
"IV2014011316163049";"Ketenissepolder Z (NOP) (Schelde)";"KH";"70"
"IV2014011316163049";"Ketenissepolder Z (NOP) (Schelde)";"STR";"35"
"IV2014011316163049";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"95"
"IV2014011316205332";"Ketenissepolder Z (NOP) (Schelde)";"AL";"65"
"IV2014011316205332";"Ketenissepolder Z (NOP) (Schelde)";"KH";"40"
"IV2014011316205332";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316205332";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"95"
"IV2014011316224635";"Ketenissepolder Z (NOP) (Schelde)";"AL";"90"
"IV2014011316224635";"Ketenissepolder Z (NOP) (Schelde)";"KH";"3"
"IV2014011316224635";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316224635";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"90"
"IV2014011316270681";"Ketenissepolder Z (NOP) (Schelde)";"AL";"15"
"IV2014011316270681";"Ketenissepolder Z (NOP) (Schelde)";"KH";"10"
"IV2014011316270681";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316270681";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"25"
"IV2014011316461461";"Ketenissepolder Z (NOP) (Schelde)";"KH";"90"
"IV2014011316461461";"Ketenissepolder Z (NOP) (Schelde)";"STR";"30"
"IV2014011316461461";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"95"
"IV2014011316471949";"Ketenissepolder Z (NOP) (Schelde)";"AL";"43"
"IV2014011316471949";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316471949";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"43"
"IV2014011316483217";"Ketenissepolder Z (NOP) (Schelde)";"AL";"40"
"IV2014011316483217";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316483217";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"40"
"IV2014011316495336";"Ketenissepolder Z (NOP) (Schelde)";"AL";"7"
"IV2014011316495336";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011316495336";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"7"
"IV2014011316535054";"Fort Liefkenshoek (Schelde)";"AL";"25"
"IV2014011316535054";"Fort Liefkenshoek (Schelde)";"KH";"80"
"IV2014011316535054";"Fort Liefkenshoek (Schelde)";"MO";"1"
"IV2014011316535054";"Fort Liefkenshoek (Schelde)";"STR";"35"
"IV2014011316535054";"Fort Liefkenshoek (Schelde)";"TOT";"98"
"IV2014011317014960";"Ketenissepolder Z (NOP) (Schelde)";"KH";"99"
"IV2014011317014960";"Ketenissepolder Z (NOP) (Schelde)";"STR";"60"
"IV2014011317014960";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"100"
"IV2014011317033027";"Ketenissepolder Z (NOP) (Schelde)";"KH";"95"
"IV2014011317033027";"Ketenissepolder Z (NOP) (Schelde)";"STR";"35"
"IV2014011317033027";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"100"
"IV2014011317063744";"Ketenissepolder Z (NOP) (Schelde)";"AL";"55"
"IV2014011317063744";"Ketenissepolder Z (NOP) (Schelde)";"KH";"50"
"IV2014011317063744";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011317063744";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"80"
"IV2014011317082847";"Ketenissepolder Z (NOP) (Schelde)";"KH";"99"
"IV2014011317082847";"Ketenissepolder Z (NOP) (Schelde)";"STR";"70"
"IV2014011317082847";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"100"
"IV2014011510153321";"Ketenissepolder Z (NOP) (Schelde)";"KH";"95"
"IV2014011510153321";"Ketenissepolder Z (NOP) (Schelde)";"STR";"20"
"IV2014011510153321";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"100"
"IV2014011510173858";"Ketenissepolder Z (NOP) (Schelde)";"KH";"90"
"IV2014011510173858";"Ketenissepolder Z (NOP) (Schelde)";"STR";"20"
"IV2014011510173858";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"95"
"IV2014011510190120";"Ketenissepolder Z (NOP) (Schelde)";"AL";"4"
"IV2014011510190120";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011510190120";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"4"
"IV2014011510205166";"Ketenissepolder Z (NOP) (Schelde)";"KH";"85"
"IV2014011510205166";"Ketenissepolder Z (NOP) (Schelde)";"STR";"80"
"IV2014011510205166";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"99"
"IV2014011510223269";"Ketenissepolder Z (NOP) (Schelde)";"KH";"95"
"IV2014011510223269";"Ketenissepolder Z (NOP) (Schelde)";"STR";"70"
"IV2014011510223269";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"99"
"IV2014011510244883";"Ketenissepolder Z (NOP) (Schelde)";"AL";"1"
"IV2014011510244883";"Ketenissepolder Z (NOP) (Schelde)";"KH";"90"
"IV2014011510244883";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011510244883";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"91"
"IV2014011510255623";"Ketenissepolder Z (NOP) (Schelde)";"AL";"1"
"IV2014011510255623";"Ketenissepolder Z (NOP) (Schelde)";"STR";"1"
"IV2014011510255623";"Ketenissepolder Z (NOP) (Schelde)";"TOT";"1"
"IV2014011510285229";"Groot Buitenschoor (Schelde)";"KH";"90"
"IV2014011510285229";"Groot Buitenschoor (Schelde)";"STR";"30"
"IV2014011510285229";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014022511574681";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014022511574681";"Groot Buitenschoor (Schelde)";"STR";"30"
"IV2014022511574681";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014022512005570";"Groot Buitenschoor (Schelde)";"KH";"85"
"IV2014022512005570";"Groot Buitenschoor (Schelde)";"STR";"15"
"IV2014022512005570";"Groot Buitenschoor (Schelde)";"TOT";"90"
"IV2014022512030033";"Groot Buitenschoor (Schelde)";"KH";"95"
"IV2014022512030033";"Groot Buitenschoor (Schelde)";"STR";"40"
"IV2014022512030033";"Groot Buitenschoor (Schelde)";"TOT";"99"
"IV2014022512060363";"Groot Buitenschoor (Schelde)";"KH";"80"
"IV2014022512060363";"Groot Buitenschoor (Schelde)";"STR";"30"
"IV2014022512060363";"Groot Buitenschoor (Schelde)";"TOT";"95"
"IV2014022512084607";"Groot Buitenschoor (Schelde)";"KH";"95"
"IV2014022512084607";"Groot Buitenschoor (Schelde)";"STR";"80"
"IV2014022512084607";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014022513333006";"Groot Buitenschoor (Schelde)";"KH";"95"
"IV2014022513333006";"Groot Buitenschoor (Schelde)";"STR";"60"
"IV2014022513333006";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014030311132985";"Groot Buitenschoor (Schelde)";"KH";"95"
"IV2014030311132985";"Groot Buitenschoor (Schelde)";"STR";"80"
"IV2014030311132985";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014030311151333";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014030311151333";"Groot Buitenschoor (Schelde)";"STR";"90"
"IV2014030311151333";"Groot Buitenschoor (Schelde)";"TOT";"100"
"IV2014030311211704";"Groot Buitenschoor (Schelde)";"KH";"85"
"IV2014030311211704";"Groot Buitenschoor (Schelde)";"STR";"20"
"IV2014030311211704";"Groot Buitenschoor (Schelde)";"TOT";"99"
"IV2014030311263430";"Groot Buitenschoor (Schelde)";"AL";"1"
"IV2014030311263430";"Groot Buitenschoor (Schelde)";"KH";"25"
"IV2014030311263430";"Groot Buitenschoor (Schelde)";"STR";"5"
"IV2014030311263430";"Groot Buitenschoor (Schelde)";"TOT";"30"
"IV2014030311283135";"Groot Buitenschoor (Schelde)";"KH";"50"
"IV2014030311283135";"Groot Buitenschoor (Schelde)";"STR";"85"
"IV2014030311283135";"Groot Buitenschoor (Schelde)";"TOT";"90"
"IV2014030312250246";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030312250246";"Schor van Ouden Doel Z  (Schelde)";"STR";"90"
"IV2014030312250246";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030312272058";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030312272058";"Schor van Ouden Doel Z  (Schelde)";"STR";"70"
"IV2014030312272058";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030312294301";"Schor van Ouden Doel Z  (Schelde)";"KH";"98"
"IV2014030312294301";"Schor van Ouden Doel Z  (Schelde)";"STR";"90"
"IV2014030312294301";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030314285663";"Schor van Ouden Doel Z  (Schelde)";"KH";"99"
"IV2014030314285663";"Schor van Ouden Doel Z  (Schelde)";"STR";"70"
"IV2014030314285663";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030314313598";"Schor van Ouden Doel Z  (Schelde)";"KH";"80"
"IV2014030314313598";"Schor van Ouden Doel Z  (Schelde)";"STR";"20"
"IV2014030314313598";"Schor van Ouden Doel Z  (Schelde)";"TOT";"95"
"IV2014030314334724";"Galgenschoor (Schelde)";"KH";"99"
"IV2014030314334724";"Galgenschoor (Schelde)";"STR";"30"
"IV2014030314334724";"Galgenschoor (Schelde)";"TOT";"100"
"IV2014030314371379";"Galgenschoor (Schelde)";"KH";"100"
"IV2014030314371379";"Galgenschoor (Schelde)";"STR";"80"
"IV2014030314371379";"Galgenschoor (Schelde)";"TOT";"100"
"IV2014030314392874";"Galgenschoor (Schelde)";"AL";"2"
"IV2014030314392874";"Galgenschoor (Schelde)";"KH";"80"
"IV2014030314392874";"Galgenschoor (Schelde)";"STR";"1"
"IV2014030314392874";"Galgenschoor (Schelde)";"TOT";"85"
"IV2014030314421473";"Galgenschoor (Schelde)";"AL";"2"
"IV2014030314421473";"Galgenschoor (Schelde)";"KH";"70"
"IV2014030314421473";"Galgenschoor (Schelde)";"STR";"1"
"IV2014030314421473";"Galgenschoor (Schelde)";"TOT";"75"
"IV2014030314594355";"Galgenschoor (Schelde)";"KH";"95"
"IV2014030314594355";"Galgenschoor (Schelde)";"TOT";"95"
"IV2014030315011263";"Galgenschoor (Schelde)";"KH";"90"
"IV2014030315011263";"Galgenschoor (Schelde)";"STR";"20"
"IV2014030315011263";"Galgenschoor (Schelde)";"TOT";"95"
"IV2014030315031995";"Galgenschoor (Schelde)";"KH";"90"
"IV2014030315031995";"Galgenschoor (Schelde)";"STR";"1"
"IV2014030315031995";"Galgenschoor (Schelde)";"TOT";"90"
"IV2014030315124036";"Galgenschoor (Schelde)";"KH";"95"
"IV2014030315124036";"Galgenschoor (Schelde)";"STR";"1"
"IV2014030315124036";"Galgenschoor (Schelde)";"TOT";"98"
"IV2014030315161557";"Galgenschoor (Schelde)";"KH";"100"
"IV2014030315161557";"Galgenschoor (Schelde)";"STR";"2"
"IV2014030315161557";"Galgenschoor (Schelde)";"TOT";"100"
"IV2014030317013833";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030317013833";"Schor van Ouden Doel Z  (Schelde)";"STR";"60"
"IV2014030317013833";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030317034587";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030317034587";"Schor van Ouden Doel Z  (Schelde)";"STR";"30"
"IV2014030317034587";"Schor van Ouden Doel Z  (Schelde)";"TOT";"99"
"IV2014030409582414";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030409582414";"Schor van Ouden Doel Z  (Schelde)";"STR";"60"
"IV2014030409582414";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030410011682";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030410011682";"Schor van Ouden Doel Z  (Schelde)";"STR";"40"
"IV2014030410011682";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030410033210";"Schor van Ouden Doel Z  (Schelde)";"KH";"90"
"IV2014030410033210";"Schor van Ouden Doel Z  (Schelde)";"STR";"70"
"IV2014030410033210";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030410074586";"Schor van Ouden Doel Z  (Schelde)";"KH";"85"
"IV2014030410074586";"Schor van Ouden Doel Z  (Schelde)";"STR";"40"
"IV2014030410074586";"Schor van Ouden Doel Z  (Schelde)";"TOT";"99"
"IV2014030410092819";"Schor van Ouden Doel Z  (Schelde)";"KH";"90"
"IV2014030410092819";"Schor van Ouden Doel Z  (Schelde)";"STR";"30"
"IV2014030410092819";"Schor van Ouden Doel Z  (Schelde)";"TOT";"99"
"IV2014030410112373";"Schor van Ouden Doel Z  (Schelde)";"KH";"85"
"IV2014030410112373";"Schor van Ouden Doel Z  (Schelde)";"STR";"80"
"IV2014030410112373";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030410161165";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014030410161165";"Schor van Ouden Doel Z  (Schelde)";"STR";"90"
"IV2014030410161165";"Schor van Ouden Doel Z  (Schelde)";"TOT";"100"
"IV2014030411101491";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2014030411101491";"Schor van Ouden Doel N  (Schelde)";"STR";"5"
"IV2014030411101491";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2014030411130087";"Schor van Ouden Doel N  (Schelde)";"KH";"90"
"IV2014030411130087";"Schor van Ouden Doel N  (Schelde)";"STR";"25"
"IV2014030411130087";"Schor van Ouden Doel N  (Schelde)";"TOT";"99"
"IV2014030411161844";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2014030411161844";"Schor van Ouden Doel N  (Schelde)";"STR";"30"
"IV2014030411161844";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2014030411195942";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2014030411195942";"Schor van Ouden Doel N  (Schelde)";"STR";"20"
"IV2014030411195942";"Schor van Ouden Doel N  (Schelde)";"TOT";"99"
"IV2014030411215613";"Schor van Ouden Doel N  (Schelde)";"AL";"1"
"IV2014030411215613";"Schor van Ouden Doel N  (Schelde)";"KH";"45"
"IV2014030411215613";"Schor van Ouden Doel N  (Schelde)";"STR";"2"
"IV2014030411215613";"Schor van Ouden Doel N  (Schelde)";"TOT";"40"
"IV2014030411242385";"Schor van Ouden Doel N  (Schelde)";"AL";"2"
"IV2014030411242385";"Schor van Ouden Doel N  (Schelde)";"KH";"50"
"IV2014030411242385";"Schor van Ouden Doel N  (Schelde)";"STR";"3"
"IV2014030411242385";"Schor van Ouden Doel N  (Schelde)";"TOT";"50"
"IV2014030411281773";"Schor van Ouden Doel N  (Schelde)";"AL";"15"
"IV2014030411281773";"Schor van Ouden Doel N  (Schelde)";"KH";"45"
"IV2014030411281773";"Schor van Ouden Doel N  (Schelde)";"STR";"2"
"IV2014030411281773";"Schor van Ouden Doel N  (Schelde)";"TOT";"55"
"IV2014030411305777";"Schor van Ouden Doel N  (Schelde)";"AL";"1"
"IV2014030411305777";"Schor van Ouden Doel N  (Schelde)";"KH";"45"
"IV2014030411305777";"Schor van Ouden Doel N  (Schelde)";"STR";"1"
"IV2014030411305777";"Schor van Ouden Doel N  (Schelde)";"TOT";"45"
"IV2014030411342143";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2014030411342143";"Schor van Ouden Doel N  (Schelde)";"STR";"60"
"IV2014030411342143";"Schor van Ouden Doel N  (Schelde)";"TOT";"99"
"IV2014030411471814";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2014030411471814";"Schor van Ouden Doel N  (Schelde)";"STR";"60"
"IV2014030411471814";"Schor van Ouden Doel N  (Schelde)";"TOT";"99"
"IV2014030411513397";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2014030411513397";"Schor van Ouden Doel N  (Schelde)";"STR";"60"
"IV2014030411513397";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2014030411544520";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2014030411544520";"Schor van Ouden Doel N  (Schelde)";"STR";"60"
"IV2014030411544520";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2014033112434570";"Heusden LO (NOP) (Schelde)";"KH";"90"
"IV2014033112434570";"Heusden LO (NOP) (Schelde)";"SH";"1"
"IV2014033112434570";"Heusden LO (NOP) (Schelde)";"STR";"60"
"IV2014033112434570";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014033112474265";"Heusden LO (NOP) (Schelde)";"KH";"75"
"IV2014033112474265";"Heusden LO (NOP) (Schelde)";"SH";"25"
"IV2014033112474265";"Heusden LO (NOP) (Schelde)";"STR";"45"
"IV2014033112474265";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014033112513487";"Heusden LO (NOP) (Schelde)";"KH";"99"
"IV2014033112513487";"Heusden LO (NOP) (Schelde)";"STR";"70"
"IV2014033112513487";"Heusden LO (NOP) (Schelde)";"TOT";"100"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"AL";"35"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"BH";"30"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"KH";"3"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"SH";"55"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"STR";"8"
"IV2014033114115274";"Heusden LO (NOP) (Schelde)";"TOT";"95"
"IV2014033114210259";"Heusden LO (NOP) (Schelde)";"BH";"55"
"IV2014033114210259";"Heusden LO (NOP) (Schelde)";"KH";"15"
"IV2014033114210259";"Heusden LO (NOP) (Schelde)";"SH";"40"
"IV2014033114210259";"Heusden LO (NOP) (Schelde)";"STR";"7"
"IV2014033114210259";"Heusden LO (NOP) (Schelde)";"TOT";"85"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"AL";"5"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"BH";"50"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"KH";"5"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"SH";"60"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"STR";"15"
"IV2014033116170940";"Heusden LO (NOP) (Schelde)";"TOT";"95"
"IV2014033116265963";"Heusden LO (NOP) (Schelde)";"KH";"85"
"IV2014033116265963";"Heusden LO (NOP) (Schelde)";"SH";"35"
"IV2014033116265963";"Heusden LO (NOP) (Schelde)";"STR";"30"
"IV2014033116265963";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014033117235496";"Heusden LO (NOP) (Schelde)";"AL";"25"
"IV2014033117235496";"Heusden LO (NOP) (Schelde)";"KH";"4"
"IV2014033117235496";"Heusden LO (NOP) (Schelde)";"STR";"1"
"IV2014033117235496";"Heusden LO (NOP) (Schelde)";"TOT";"25"
"IV2014060413361667";"Ketenissepolder N (NOP) (Schelde)";"AL";"1"
"IV2014060413361667";"Ketenissepolder N (NOP) (Schelde)";"TOT";"1"
"IV2014060413400162";"Ketenissepolder N (NOP) (Schelde)";"AL";"23"
"IV2014060413400162";"Ketenissepolder N (NOP) (Schelde)";"TOT";"23"
"IV2014061809353697";"Heusden LO (NOP) (Schelde)";"KH";"90"
"IV2014061809353697";"Heusden LO (NOP) (Schelde)";"STR";"25"
"IV2014061809353697";"Heusden LO (NOP) (Schelde)";"TOT";"95"
"IV2014061809390656";"Heusden LO (NOP) (Schelde)";"KH";"70"
"IV2014061809390656";"Heusden LO (NOP) (Schelde)";"SH";"80"
"IV2014061809390656";"Heusden LO (NOP) (Schelde)";"STR";"30"
"IV2014061809390656";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014061910205811";"Heusden LO (NOP) (Schelde)";"KH";"95"
"IV2014061910205811";"Heusden LO (NOP) (Schelde)";"MO";"1"
"IV2014061910205811";"Heusden LO (NOP) (Schelde)";"STR";"70"
